Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 44:0	Positive	Reflective	Low	For the choir director. A Maskil of the sons of Korah.	This is a title or superscription, setting the purpose and authorship; indicates that it is a contemplative poem by the descendants of Korah, meant for musical accompaniment.
Psalm 44:1	Positive	Admiration	Medium	We have heard with our ears, O God; our fathers have told us the work You performed in their days, in days long ago.	Recalling stories of God's past deeds; this introduces the theme of God's help in the past.
Psalm 44:2	Positive	Gratitude	High	to plant them, You drove out the nations; You afflicted the peoples and cast them out.	Expressing thanks for God's deliverance and the establishment of Israel.
Psalm 44:3	Positive	Trust	Medium	For it was not by their sword that they won the land, nor did their own arm bring them victory; but it was Your right hand, Your arm, and the light of Your face, for You favored them.	Acknowledging that past victories were a result of God's favor, not human effort.
Psalm 44:4	Positive	Trust	High	You are my King, O God; command victories for Jacob.	The psalmist expresses trust in God as their king and pleads for victory.
Psalm 44:5	Positive	Confidence	High	Through You we repel our foes; through Your name we trample our enemies.	The confidence that God's help will lead to overcoming their adversaries.
Psalm 44:6	Neutral	Independence	Medium	For I do not trust in my bow, nor does my sword save me.	The psalmist professes that their trust is not in their weapons but in God.
Psalm 44:7	Positive	Gratitude	High	But You give us victory over our enemies; You put our adversaries to shame.	Thanksgiving for the victories God has granted them.
Psalm 44:8	Positive	Joy	High	In God we have boasted all day long, and we will give thanks to Your name forever.	Selah	The psalmist declares their constant praise and thankfulness to God.
Psalm 44:9	Negative	Fear	Medium	But now You have rejected and humbled us; You no longer go out with our armies.	The tone shifts to lament as the psalmist feels God's presence is no longer with them in battles.
Psalm 44:10	Negative	Despair	High	You have made us retreat before the enemy, and those who hate us have plundered us.	The psalmist laments over recent defeats and the consequences they are suffering.
Psalm 44:11	Negative	Sadness	High	You have given us up to be devoured like sheep and have scattered us among the nations.	Expresses the feeling of abandonment by God.
Psalm 44:12	Negative	Anger	High	You sell Your people for nothing; You make no profit from their sale.	The psalmist accuses God of giving them away without care for their well-being.
Psalm 44:13	Negative	Shame	High	You have made us a reproach to our neighbors, the scorn and derision of those around us.	The dishonor that has come upon them is highlighted.
Psalm 44:14	Negative	Embarrassment	High	You have made us a byword among the nations, a laughingstock among the peoples.	Israel's misfortunes have made them a subject of mockery.
Psalm 44:15	Negative	Humiliation	High	All day long my disgrace is before me, and shame has covered my face	The psalmist speaks of personal disgrace and shame experienced continually.
Psalm 44:16	Negative	Anger	High	at the sound of the taunter and reviler, at the sight of the enemy and avenger.	The cause of the shame: the mocking and vengeful enemies.
Psalm 44:17	Neutral	Confusion	Medium	All this has come upon us, though we have not forgotten You or been false to Your covenant.	The psalmist is confused because they have remained faithful to God and do not understand the suffering.
Psalm 44:18	Neutral	Commitment	Low	Our hearts have not turned back; our steps have not strayed from Your path.	The psalmist is asserting their continued faithfulness to God.
Psalm 44:19	Negative	Fear	High	But You have crushed us in a haunt of jackals and covered us with the shadow of death.	They describe their current state as one of being crushed and overshadowed by death.
Psalm 44:20	Neutral	Questioning	Low	If we had forgotten the name of our God or spread out our hands to a foreign god,	They are making a case for their innocence by insisting that they have not been unfaithful.
Psalm 44:21	Neutral	Assertion	Low	would not God have discovered, since He knows the secrets of the heart?	They argue that God would have known if they were unfaithful because He knows all secrets.
Psalm 44:22	Negative	Defeat	High	Yet for Your sake we face death all day long; we are considered as sheep to be slaughtered.	The psalmist sees their suffering as being on account of their allegiance to God.
Psalm 44:23	Neutral	Plea	Medium	Awake, O Lord! Why do You sleep? Rouse Yourself! Do not reject us forever.	A plea for God to take action and not abandon them permanently.
Psalm 44:24	Neutral	Plea	Medium	Why do You hide Your face and forget our misery and oppression?	Asking for God to notice and remember their suffering.
Psalm 44:25	Negative	Desolation	Medium	For we are brought down to the dust; our bodies cling to the ground.	They express feeling low and defeated to the point of being metaphorically face-down in the dust.
Psalm 44:26	Neutral	Supplication	High	Rise up and help us; redeem us because of Your unfailing love.	An urgent call for God's intervention based on His steadfast love.
