Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 66:1	Positive	Joy	Moderate	Shout for joy to God, all the earth!	The Psalmist begins with a call for universal praise to God.
Psalm 66:2	Positive	Joy	Moderate	Sing the glory of His name; make His praise glorious.	An exhortation to praise God for His glorious attributes.
Psalm 66:3	Positive	Awe	High	Say to God, ”How awe-inspiring are Your works! Your enemies cower before Your great strength.	The works of God inspire awe and fear among His adversaries.
Psalm 66:4	Positive	Admiration	Moderate	All the earth bows down to You; they sing praise to You, they sing praise to Your name.“	Selah	The whole earth is depicted as worshipping God.
Psalm 66:5	Positive	Curiosity	Moderate	Come and see the works of God; how awesome are His deeds toward mankind.	The Psalmist invites others to witness God’s great deeds.
Psalm 66:6	Positive	Surprise	High	He turned the sea into dry land; they passed through the waters on foot. There we rejoiced in Him.	Reflects on the miraculous crossing of the Red Sea.
Psalm 66:7	Positive	Trust	Moderate	He rules forever by His power; His eyes keep watch on the nations. Let not the rebellious exalt themselves.	Selah	God is depicted as a sovereign and vigilant ruler.
Psalm 66:8	Positive	Joy	Moderate	Bless our God, O peoples; let the sound of His praise be heard.	An invocation for collective praise of God from all peoples.
Psalm 66:9	Positive	Gratitude	Moderate	He has preserved our lives and kept our feet from slipping.	Grateful acknowledgment of God‘s protection and support.
Psalm 66:10	Neutral	Reflection	Moderate	For You, O God, have tested us; You have refined us like silver.	God’s testing of His people is likened to the refining of silver.
Psalm 66:11	Neutral	Acceptance	Moderate	You brought us into the net; You laid a crushing burden on our backs.	Recognition of the hardships imposed by God as a part of testing.
Psalm 66:12	Neutral	Mixed	Moderate	You let men ride over our heads; we went through fire and water, but You brought us into a place of abundance.	Describes the trials God‘s people endured before being brought to a place of plenty.
Psalm 66:13	Positive	Piety	Moderate	I will enter Your house with burnt offerings; I will fulfill my vows to You—	A vow to offer sacrifices in God’s house as an act of worship.
Psalm 66:14	Positive	Determination	Moderate	the vows my lips promised and my mouth spoke in my distress.	Undertaking the fulfillment of vows made during times of trouble.
Psalm 66:15	Positive	Devotion	Moderate	I will offer You fat animals as burnt offerings, with the fragrant smoke of rams; I will sacrifice bulls and goats.	Selah	A detailed description of the offerings to be made to God.
Psalm 66:16	Positive	Invitation	Moderate	Come and listen, all who fear God, and I will tell you what He has done for me.	Inviting others to hear testimony of God‘s goodness.
Psalm 66:17	Positive	Relief	Moderate	I cried out to Him with my mouth; His praise was on my tongue.	Expressing how calling out to God resulted in praise.
Psalm 66:18	Negative	Honesty	Moderate	If I had cherished iniquity in my heart, the Lord would not have listened.	The Psalmist acknowledges that harboring sin could have hindered God’s responsiveness.
Psalm 66:19	Positive	Gratitude	Moderate	But God has surely listened; He has attended to the voice of my prayer.	Gratitude for God‘s attentive response to prayer.
Psalm 66:20	Positive	Gratitude	Intense	Blessed be God, who has not turned away my prayer or His loving devotion from me!	Exuberant praise for God’s ongoing attentiveness and love.
