Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 90:1	Positive	Serene	Low	Lord, You have been our dwelling place through all generations.	The psalmist acknowledges God as the eternal home and protector of His people.
Psalm 90:2	Positive	Awe	Medium	Before the mountains were born, before You gave birth to the earth and the world, from everlasting to everlasting, You are God.	Recognition of God's eternal existence and power in creation preceding all things.
Psalm 90:3	Negative	Somber	Medium	You return man to dust and say, "Return, O children of men."	A reflection on the mortality of humans in contrast to God's immortality.
Psalm 90:4	Positive	Reflective	Low	For in Your sight a thousand years are but a day that passes, or a watch in the night.	Expresses the timelessness of God in comparison to human perception of time.
Psalm 90:5	Negative	Indifferent	Medium	You sweep them away in the sleep of death—they are like the new grass of the morning:	An illustration of the transience of human life compared to the eternal nature of God.
Psalm 90:6	Negative	Passive	Medium	In the morning it springs up new, but by evening it is dry and withered.	Continues the metaphor of grass to describe the brief and fragile nature of human life.
Psalm 90:7	Negative	Threatened	High	For we are consumed by Your anger and terrified by Your indignation.	Speaks to the reality of God's judgment and wrath upon sin.
Psalm 90:8	Negative	Guilt	Medium	You have set our iniquities before You, our secret sins in the light of Your presence.	Confession of sin and acknowledgment of God's complete awareness of human failings.
Psalm 90:9	Negative	Sadness	Medium	For all our days decline in Your fury; we finish our years with a sigh.	Bemoaning the human experience of life weighed down by the consequences of sin.
Psalm 90:10	Negative	Resigned	Medium	The length of our days is seventy years—or eighty if we are strong—yet their span is but trouble and sorrow, for they quickly pass, and we fly away.	Realism about the hardships of life and the swift passage of time.
Psalm 90:11	Negative	Fear	Medium	Who understands the power of Your anger? Your wrath matches the fear that is due You.	A rhetorical question emphasizing the fear and respect that God's power and anger ought to inspire.
Psalm 90:12	Positive	Contemplative	Medium	So teach us to number our days, that we may gain a heart of wisdom.	Petition for God to impart wisdom to live life in light of its brevity and eternal perspective.
Psalm 90:13	Negative	Yearning	Medium	Relent, O LORD! How long will it be? Have compassion on Your servants.	An appeal for God's mercy and an end to suffering.
Psalm 90:14	Positive	Longing	Medium	Satisfy us in the morning with Your loving devotion, that we may sing for joy and be glad all our days.	Requesting that God's steadfast love be experienced, leading to joy and gladness.
Psalm 90:15	Positive	Hopeful	Medium	Make us glad for as many days as You have afflicted us, for as many years as we have seen evil.	A prayer to balance past afflictions with future joy.
Psalm 90:16	Positive	Anticipatory	Medium	May Your work be shown to Your servants and Your splendor to their children.	Asking for God to reveal His deeds and glory to His people and their descendants.
Psalm 90:17	Positive	Aspiring	Medium	May the favor of the Lord our God rest upon us; establish the work of our hands for us—yes, establish the work of our hands.	A prayer for God's blessing and the prosperity of their endeavors.
