Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 109:1	Neutral	None		None	O God, whom I praise, do not remain silent,	David appeals to God for justice—implying trouble and a sense of urgency.
Psalm 109:2	Negative	Sorrow	Moderate	For wicked and deceitful mouths open against me; they speak against me with lying tongues.	David describes the false accusations and deceitful speech of his enemies.
Psalm 109:3	Neutral	None		None	They surround me with hateful words and attack me without cause.	David emphasizes the baseless and unprovoked nature of the attacks.
Psalm 109:4	Negative	Anguish	Moderate	In return for my love, they accuse me, but I am a man of prayer.	Contrasting his love with their false accusations, David identifies himself as committed to prayer regardless of their hostility.
Psalm 109:5	Negative	Anger	Moderate	They repay me evil for good, and hatred for my love.	He laments the injustice of receiving evil in return for good and highlights the malice of his adversaries.
Psalm 109:6	Neutral	None		None	Appoint a wicked man over him; let an accuser stand at his right hand.	David begins the imprecatory part of the Psalm, calling for judgment upon his accuser.
Psalm 109:7	Neutral	None		None	When he is tried, let him be found guilty, and let his prayers be counted as sin.	David's prayer intensifies as he seeks vindication by asking for his enemy's condemnation.
Psalm 109:8	Neutral	None		None	May his days be few; may another take his place of leadership.	An appeal for the curtailment of the enemy's influence and leadership role.
Psalm 109:9	Negative	Sorrow	High	May his children be fatherless and his wife a widow.	David invokes a curse, reflecting common ancient Near Eastern curses, suggesting the depth of the enemy's treachery.
Psalm 109:10	Negative	Sorrow	High	May his children wander as beggars and be driven from their ruined homes.	A continuation of the previous verse's curses, highlighting the social consequences of the adversary's actions.
Psalm 109:11	Negative	Disdain	High	May a creditor seize all he has; may strangers plunder the fruits of his labor.	David calls for financial ruin upon his enemy as a form of divine retribution.
Psalm 109:12	Neutral	None		None	May no one extend kindness to him or take pity on his fatherless children.	The imprecation extends to the lack of social support or mercy for the enemy's offspring.
Psalm 109:13	Negative	Sorrow	High	May his descendants be cut off; their names blotted out from the next generation.	The intensity of the curse grows with a call for the obliteration of the adversary's legacy.
Psalm 109:14	Negative	Indignation	High	May the iniquity of his fathers be remembered before the LORD, and the sin of his mother never be blotted out.	Request for perpetual divine remembrance of the sins of his enemy's ancestors.
Psalm 109:15	Negative	Wrath	High	May their sins always remain before the LORD, that He may cut off their memory from the earth.	David's plea for an end to the remembrance of his enemies, effectively a total eradication of their lineage.
Psalm 109:16	Neutral	None		None	Because he did not remember to show kindness, but pursued the poor and needy and brokenhearted to their death.	The reasoning for the severity of the curses; the enemy's persistent cruelty and lack of mercy.
Psalm 109:17	Negative	Disgust	High	He loved to pronounce a curse—may it come back on him. He found no pleasure in blessing—may it be far from him.	A principle of retribution; the enemy's preference for cursing others will rebound onto himself.
Psalm 109:18	Negative	Disdain	Moderate	He wore cursing as his garment, it entered into his body like water, like oil into his bones.	Metaphor describing how deeply the enemy's penchant for cursing has affected him; now it will consume him.
Psalm 109:19	Negative	Hatred	High	May it be like a cloak wrapped about him, like a belt tied forever around him.	Imagery of the enemy's malicious nature being as ever-present and close as the clothes he wears.
Psalm 109:20	Neutral	None		None	May this be the LORD's payment to my accusers, to those who speak evil against me.	David seeks justice, asking for such curses to be the reward for his accusers in the hands of God.
Psalm 109:21	Positive	Trust	Low	But You, O Sovereign LORD, deal well with me for Your Name's sake; deliver me because of Your mercy.	Despite the imprecations, David expresses trust in God's mercy and asks for deliverance.
Psalm 109:22	Negative	Sadness	Moderate	For I am poor and needy, and my heart is wounded within me.	He portrays himself as vulnerable and deeply affected by the situation, appealing to God's compassion.
Psalm 109:23	Neutral	None		None	I fade away like an evening shadow; I am shaken off like a locust.	David describes his frailty and the ephemeral nature of his existence as he faces adversity.
Psalm 109:24	Neutral	None		None	My knees are weak from fasting; my body is thin and gaunt.	He depicts the physical toll his plight and devotion to God have taken on him.
Psalm 109:25	Neutral	None		None	I have become an object of scorn to my accusers; when they see me, they shake their heads.	David describes the contempt he faces from his enemies, who see his weakened state as an opportunity to ridicule him.
Psalm 109:26	Positive	Supplication	Moderate	Help me, O LORD my God; save me according to Your unfailing love.	An earnest plea for divine intervention and salvation based on God's love.
Psalm 109:27	Negative	Sorrow	Low	Let them know that it is Your hand, that You, O LORD, have done it.	David wishes for his enemies to recognize that any deliverance or condemnation is the work of God.
Psalm 109:28	Negative	Defiance	Low	Let them curse, but may You bless; when they arise, let them be put to shame, but let Your servant rejoice.	Even as his enemies continue their malice, David prays for God's favor and their ultimate disgrace.
Psalm 109:29	Negative	Shame	High	Let my accusers be clothed with disgrace; may they wear their shame like a robe.	Invoking a poetic reversal, he asks that his enemies experience shame as acutely as one feels clothing.
Psalm 109:30	Positive	Joy	Moderate	With my mouth I will greatly extol the LORD; in the great throng I will praise Him.	The psalmist vows to publicly praise God, showing his commitment to honor God regardless of circumstances.
Psalm 109:31	Positive	Assurance	Moderate	For He stands at the right hand of the needy, to save them from those who would condemn them.	Final affirmation of trust that God is a defender of the oppressed and will act on their behalf against the unjust.
