Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 58:0	Negative	Indignation	High	Do you indeed speak justly, O rulers? Do you judge with equity, O sons of men?	This introductory verse challenges the rulers' integrity, questioning whether their judgments are fair and just.
Psalm 58:1	Negative	Indignation	High	No, in your hearts you devise injustices, and your hands mete out violence on the earth.	The psalmist accuses the rulers of planning injustices and executing violence, pointing to corruption and moral failure in leadership.
Psalm 58:2	Negative	Anger	High	The wicked are estranged from the womb; the liars go astray from birth.	A stark description of the innate nature of the wicked, emphasizing their propensity for deceit and wrongdoing.
Psalm 58:3	Negative	Disgust	High	Their venom is like the venom of a serpent, like a deaf cobra that stops up its ears,	The verse uses the metaphor of a venomous and unheeding snake to describe the dangerous and unresponsive nature of the wicked.
Psalm 58:4	Negative	Anger	High	which does not listen to the voice of charmers, though the cunning caster spells.	The image of the unresponsive serpent continues, illustrating the wicked's resistance to wisdom and charm that might influence others to good.
Psalm 58:5	Neutral	--	Low	God, shatter their teeth in their mouths; O LORD, tear out the fangs of the lions!	The psalmist invokes God's intervention against the wicked, using the imagery of breaking teeth and tearing out fangs as a plea for divine justice.
Psalm 58:6	Neutral	--	Low	May they vanish like water that flows away; when they draw the bow, may their arrows fall short.	The psalmist prays for the complete and ineffectual demise of the wicked, that their efforts would fail to achieve their intended harm.
Psalm 58:7	Negative	Hope	Medium	May they be like a slug that dissolves into slime, like a stillborn child that never sees the sun.	The desire for the wicked's destruction is expressed with vivid imagery, wishing their end to be as insignificant and unremarked as a dissolving slug or a stillborn child.
Psalm 58:8	Negative	Anger	High	Before your pots can feel the heat of thorns—whether green or dry—the wicked will be swept away.	The psalmist predicts the sudden judgment upon the wicked, as abrupt as a pot being swept away before it can feel the heat.
Psalm 58:9	Negative	Disappointment	Low	The righteous will rejoice when they see vengeance; they will wash their feet in the blood of the wicked.	A portrayal of the righteous finding satisfaction in divine retribution, using a graphic image of cleansing in the wake of justice.
Psalm 58:10	Positive	Relief	Medium	Then men will say, "Surely there is a reward for the righteous! Surely there is a God who judges on earth!"	The conclusion anticipates a reaffirmation of moral order, with people recognizing the reward for righteousness and divine judgment on earth.
Psalm 58:11	Positive	Vindication	High	--	--	--	The final verse serves as an assuring climax where the justness of God's rule is acknowledged.
