Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 42:0	Positive	Longing	Moderate	As the deer pants for streams of water, so my soul pants for You, O God.	This verse sets the tone of deep spiritual longing that defines the psalm as a whole.
Psalm 42:1	Positive	Longing	High	My soul thirsts for God, for the living God. When can I go and meet with God?	The psalmist intensifies the sense of spiritual thirst to be in the presence of God.
Psalm 42:2	Negative	Sadness	High	My tears have been my food day and night, while men say to me all day long, "Where is your God?"	The contrast between the psalmist's inward thirst for God and external taunts from others.
Psalm 42:3	Neutral	Reflection	Moderate	These things I remember as I pour out my soul: how I would go with the throng and lead them in procession to the house of God, with glad shouts and songs of praise, a multitude keeping festival.	Recollection of past worship experiences brings a mix of joy and pain amidst the current distress.
Psalm 42:4	Negative	Anguish	High	Why are you downcast, O my soul? Why so disturbed within me? Put your hope in God, for I will yet praise Him for the salvation of His presence.	An emotional plea from the psalmist to his own soul, recommending hope even in despair.
Psalm 42:5	Positive	Hope	Moderate	O my God, my soul is downcast within me; therefore I remember You from the land of the Jordan, from the heights of Hermon, from Mount Mizar.	Despite internal turmoil, the psalmist finds a degree of comfort in recalling God's presence in specific locations.
Psalm 42:6	Negative	Fear	High	Deep calls to deep in the roar of Your waterfalls; all Your breakers and Your waves have swept over me.	The psalmist uses the metaphor of overwhelming waters to describe his feelings of being engulfed by troubles.
Psalm 42:7	Positive	Trust	Low	By day the LORD directs His love, at night His song is with me— a prayer to the God of my life.	In the midst of distress, the psalmist acknowledges God's steadfast love and guidance.
Psalm 42:8	Negative	Despair	High	I say to God my rock, "Why have You forgotten me? Why must I go about mourning, oppressed by the enemy?"	A piercing question to God that expresses a sense of abandonment and grief.
Psalm 42:9	Negative	Pain	High	With a shattering bone my adversaries taunt me, while they say to me all day long, "Where is your God?"	The taunts of adversaries add to the psalmist's sense of suffering and desperation.
Psalm 42:10	Positive	Hope	Moderate	Why are you downcast, O my soul? Why so disturbed within me? Put your hope in God, for I will yet praise Him, my Savior and my God.	The psalmist again addresses his soul, encouraging himself to maintain hope and continue to praise God despite his current feelings.
Psalm 42:11	Neutral	Contemplation	Moderate	My soul is downcast within me; therefore I will remember You from the land of the Jordan and the peaks of Hermon, from Mount Mizar.	Reiteration of the solace found in God amidst a backdrop of emotional struggle, emphasizing the act of remembrance as a comfort.
