Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 10:1	Negative	Distress	Low	Why, O LORD, do You stand far off? Why do You hide in times of trouble?	The psalmist expresses a feeling of abandonment, questioning God’s presence during distressing times.
Psalm 10:2	Negative	Anger	Medium	In pride the wicked hotly pursue the afflicted; let them be caught in the schemes they have devised.	The verse speaks of the wicked‘s pride and aggression towards the afflicted and a call for justice.
Psalm 10:3	Negative	Contempt	Medium	For the wicked man boasts of the desires of his heart; he blesses the greedy and reviles the LORD.	The psalmist describes the wicked person’s arrogant boasting and his disdain for the values of the righteous and God.
Psalm 10:4	Negative	Disdain	Medium	In his pride the wicked man does not seek Him; in all his thoughts there is no room for God.	The wicked man‘s pride leads him away from God, so much so that God is not in his thoughts at all.
Psalm 10:5	Negative	Disdain	Medium	His ways are always prosperous. Your judgments are high out of his sight; as for all his foes, he sneers at them.	The wicked man appears to prosper and disregard God’s judgments, showing contempt for anyone who opposes him.
Psalm 10:6	Negative	Arrogance	High	He says to himself, ”Nothing will shake me; I will always be happy and never have trouble.“	Denotes the wicked man‘s self-confidence and delusion of being unassailable.
Psalm 10:7	Negative	Hostility	High	His mouth is full of cursing, deceit, and oppression; under his tongue is mischief and iniquity.	Describes the evil emanating from the wicked, highlighting his malicious speech and intent.
Psalm 10:8	Negative	Maliciousness	High	He lies in wait near the villages; from ambush he murders the innocent, watching in secret for his victims.	Depicts the wicked as predatory, lying in wait to commit acts of violence against unsuspecting victims.
Psalm 10:9	Negative	Maliciousness	High	He lies in wait like a lion in a thicket; he lies in wait to catch the afflicted; he catches the afflicted when he draws them into his net.	Compares the wicked to a lion hunting prey, preying on the vulnerable by trapping them.
Psalm 10:10	Negative	Distress	High	Then he crouches and lowers himself, that the helpless might fall by his strength.	Illustrates the tactics of the wicked to overpower the helpless and bring them down.
Psalm 10:11	Negative	Cynicism	High	He says to himself, ”God has forgotten; He hides His face; He will never see.“	Expresses the wicked’s belief that he can act with impunity, assuming God is not concerned or aware.
Psalm 10:12	Positive	Plea	Medium	Arise, O LORD; O God, lift up Your hand. Do not forget the afflicted.	A desperate plea for God to take action and remember those who are suffering.
Psalm 10:13	Negative	Blasphemy	Medium	Why does the wicked man revile God? Why does he say to himself, ”He won‘t call me to account“?	Questions the wicked’s audacity to challenge God, questioning their lack of fear of divine retribution.
Psalm 10:14	Positive	Faith	Medium	But You, O God, do see; for You consider trouble and grief, that You may take it into Your hands. The victim entrusts himself to You; You are the helper of the fatherless.	Affirms God‘s awareness of suffering and His role as the protector of the vulnerable.
Psalm 10:15	Negative	Justice	High	Break the arm of the wicked and evil man; call him to account for his wickedness that would not otherwise be found out.	A call for God’s judgment and intervention to stop the wicked and hold them accountable.
Psalm 10:16	Positive	Assurance	Low	The LORD is King forever and ever; the nations will perish from His land.	A statement of confidence in God‘s eternal reign and the eventual downfall of the wicked nations.
Psalm 10:17	Positive	Hope	Medium	O LORD, You hear the desire of the afflicted; You encourage them, and You listen to their cry,	Comfort in knowing that God listens to the prayers of the afflicted and offers them encouragement.
Psalm 10:18	Positive	Assurance	Medium	defending the fatherless and the oppressed, so that mere earthly mortals will strike terror no more.	Reassurance that God is the defender of the vulnerable and that He will ultimately make it so that they no longer live in fear.
