Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 73:1	Positive	Trust	Medium	Surely God is good to Israel, to those who are pure in heart.	This verse affirms God’s goodness to those who are faithful and have pure intentions, setting the theme of the psalm.
Psalm 73:2	Negative	Anguish	High	But as for me, my feet had almost slipped; I had nearly lost my foothold.	The psalmist expresses a personal confession of near spiritual failure, highlighting the struggle with doubt and envy.
Psalm 73:3	Negative	Envy	Medium	For I envied the arrogant when I saw the prosperity of the wicked.	The psalmist acknowledges feelings of envy towards the seemingly fortunate lives of the wicked, questioning the justice of their prosperity.
Psalm 73:4	Neutral	Observation	Low	They have no struggles; their bodies are healthy and strong.	This verse describes the psalmist‘s perception of the wicked, noting their apparent ease and robust health without moral consequence.
Psalm 73:5	Neutral	Observation	Low	They are free from the burdens common to man; they are not plagued by human ills.	Furthering the observations, the psalmist notes that the wicked seem to avoid the hardships that most people face.
Psalm 73:6	Negative	Contempt	Medium	Therefore pride is their necklace; violence covers them like a garment.	The psalmist critiques the wicked, depicting their pride and violence metaphorically as clothing, suggesting an overt and public display.
Psalm 73:7	Neutral	Observation	Medium	Their eyes bulge with abundance; they have more than heart could wish.	The verse continues to describe the prosperity of the wicked, suggesting an excess leading to pride or greed.
Psalm 73:8	Negative	Scorn	Medium	They scoff and speak with malice; with arrogance they threaten oppression.	The psalmist observes the behavior of the wicked, focusing on their malicious speech and oppressive threats.
Psalm 73:9	Negative	Reproach	Medium	Their mouths lay claim to heaven, and their tongues take possession of the earth.	This verse metaphorically speaks to the wicked’s presumptuous speech, as if they had authority over both heavenly and earthly realms.
Psalm 73:10	Neutral	Observation	Low	Therefore their people turn to them and drink up waters in abundance.	The verse suggests that the wicked have a following who absorb their teachings and influence readily.
Psalm 73:11	Negative	Skepticism	Medium	They say, ”How can God know? Does the Most High have knowledge?“	Expressing the cynicism of the wicked, questioning God‘s knowledge or involvement in worldly affairs.
Psalm 73:12	Negative	Resentment	High	This is what the wicked are like—always carefree, they increase in wealth.	Summing up the observations of the wicked’s prosperous and seemingly worry-free existence, which causes resentment.
Psalm 73:13	Negative	Doubt	Medium	Surely in vain I have kept my heart pure and have washed my hands in innocence.	The psalmist expresses personal doubt, questioning the value of maintaining purity and innocence in light of the wicked‘s success.
Psalm 73:14	Negative	Frustration	High	All day long I have been afflicted, and every morning brings new punishments.	Contrasting the wicked’s ease, the psalmist shares his own experience of constant suffering and perceived divine retribution.
Psalm 73:15	Neutral	Reflection	Medium	If I had said, ”I will speak thus,“ I would have betrayed your children.	The psalmist reflects on the consequences of sharing these doubts publicly, recognizing it could lead others astray.
Psalm 73:16	Neutral	Inquiry	High	When I tried to understand all this, it was oppressive to me	Expressing the difficulty of comprehending the prosperity of the wicked, it feels burdensome to the psalmist.
Psalm 73:17	Positive	Insight	HIgh	until I entered the sanctuary of God; then I understood their final destiny.	The turning point where the psalmist gains perspective by entering God‘s presence, realizing the ultimate end of the wicked.
Psalm 73:18	Negative	Realization	Medium	Surely You place them on slippery ground; You cast them down to ruin.	The psalmist acknowledges that God’s justice will eventually prevail, and the wicked‘s prosperity is temporary and precarious.
Psalm 73:19	Negative	Termination	High	How suddenly are they destroyed, completely swept away by terrors!	Describes the swift and complete destruction that befalls the wicked, emphasizing the suddenness of their downfall.
Psalm 73:20	Negative	Dismissal	Medium	They are like a dream when one awakes; when You arise, Lord, You will despise them as fantasies.	The fleeting nature of the wicked’s success; like a dream forgotten upon waking, insignificant in God‘s judgment.
Psalm 73:21	Negative	Regret	Medium	When my heart was grieved and my spirit embittered,	Recalling the emotional turmoil and bitterness felt by the psalmist during the time of envy and doubt.
Psalm 73:22	Negative	Ignorance	High	I was senseless and ignorant; I was a brute beast before You.	The psalmist’s self-admonition for lack of understanding, comparing himself unfavorably to a senseless animal before God.
Psalm 73:23	Positive	Reassurance	Medium	Yet I am always with You; You hold me by my right hand.	Despite previous doubts, the psalmist feels reassured by God‘s constant presence and supportive guidance.
Psalm 73:24	Positive	Guidance	Medium	You guide me with Your counsel, and afterward You will take me into glory.	The psalmist trusts in God’s wisdom to lead him through life and ultimately into divine glory.
Psalm 73:25	Positive	Devotion	High	Whom have I in heaven but You? And earth has nothing I desire besides You.	A declaration of complete dependence and desire for God alone, both in heaven and on earth.
Psalm 73:26	Positive	Dependence	High	My flesh and my heart may fail, but God is the strength of my heart and my portion forever.	Admitting human frailty, the psalmist finds enduring strength and inheritance in God, contrasting with the temporary nature of earthly strength.
Psalm 73:27	Negative	Judgment	High	Surely those who are far from You will perish; You destroy all who are unfaithful to You.	Reiterating the belief in divine justice, the psalmist states that those distant from God and unfaithful will ultimately be destroyed.
Psalm 73:28	Positive	Affirmation	Medium	But as for me, it is good to be near God. I have made the Sovereign LORD my refuge; I will tell of all Your deeds.	Ends the psalm on a note of personal commitment to being close to God and proclaiming His works.
