Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 36:0	Neutral	Reflective	Moderate	An oracle is within my heart concerning the sinfulness of the wicked: There is no fear of God before his eyes.	The psalm begins with an introspective oracle concerning the sinful state of the wicked, noting their lack of reverence towards God.
Psalm 36:1	Negative	Accusation	High	For in his own eyes he flatters himself too much to detect or hate his sin.	The wicked person is self-deceived, unable to see or detest his own sinful state.
Psalm 36:2	Negative	Contempt	High	The words of his mouth are wicked and deceitful; he has ceased to be wise and to do good.	This verse describes the actions and speech of the wicked, highlighting their departure from wisdom and goodness.
Psalm 36:3	Negative	Disgust	High	Even on his bed he plots evil; he commits himself to a sinful course and does not reject what is wrong.	The intensification of wickedness is evident as the individual not only contemplates but also commits to evil actions.
Psalm 36:4	Positive	Adoration	High	Your loving devotion, O LORD, reaches to the heavens, your faithfulness to the skies.	The focus shifts to extolling the boundless love and faithfulness of the LORD, drawing a stark contrast with the previous verses about wickedness.
Psalm 36:5	Positive	Awe	High	Your righteousness is like the mightiest mountains, Your judgments are like the great deep. O LORD, You preserve man and beast.	The psalmist praises God’s righteousness and judgments, using grand natural imagery to convey the magnitude of God‘s care for all creation.
Psalm 36:6	Positive	Appreciation	Moderate	How precious is Your loving devotion, O God, that the children of men take refuge in the shadow of Your wings.	This verse expresses gratitude for God’s love and protection, which provides a safe haven for humanity.
Psalm 36:7	Positive	Gratitude	Moderate	They feast on the abundance of Your house; You give them drink from Your river of delights.	God‘s generosity is highlighted, showing how He provides abundantly for those who depend on Him.
Psalm 36:8	Positive	Trust	High	For with You is the fountain of life; in Your light we see light.	It speaks to the life-giving and enlightening nature of God, affirming that He is the source of all life and understanding.
Psalm 36:9	Neutral	Instruction	Moderate	Continue Your loving devotion to those who know You, and Your righteousness to the upright in heart.	The psalmist requests God to maintain His steadfast love and righteousness to those who are faithful and have integrity.
Psalm 36:10	Neutral	Request	Low	Let not the foot of pride come against me, nor the hand of the wicked drive me away.	The psalmist asks for protection against pride and the influence of the wicked.
Psalm 36:11	Negative	Anxiety	Moderate	See how the evildoers lie fallen—thrown down, not able to rise!	The psalm ends with an observation of the downfall of the wicked, who are unable to recover from their fall.
