Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 115:1	Neutral	None	1	Not to us, O LORD, not to us, but to Your name be the glory, because of Your loving devotion, because of Your faithfulness.	The psalmist is expressing a fundamental tenet of humility and the priority of God’s glory over human recognition.
Psalm 115:2	Neutral	Curiosity	Low	Why should the nations say, “Where is their God?”	The rhetorical question reflects the taunting of other nations, questioning the presence or power of the Israelites' God.
Psalm 115:3	Positive	Assertiveness	High	Our God is in heaven and does whatever pleases Him.	Affirming the sovereign authority of God, contrasting the true God with idols.
Psalm 115:4	Negative	Disdain	Medium	Their idols are silver and gold, made by the hands of men.	The text critiques the worthlessness of idols made by human hands.
Psalm 115:5	Negative	Disdain	Medium	They have mouths but cannot speak, eyes but cannot see.	Describing the impotence of idols, emphasizing their inability to act or perceive.
Psalm 115:6	Negative	Disdain	Medium	They have ears but cannot hear, noses but cannot smell.	Continuing the description of the ineffectiveness of idols, highlighting their lifelessness.
Psalm 115:7	Negative	Disdain	Medium	They have hands but cannot feel, feet but cannot walk; they cannot make a sound with their throats.	Further illustrating the helplessness of idols, noting their total lack of power or vitality.
Psalm 115:8	Negative	Warning	Medium	Those who make them will become like them, along with all who trust in them.	Warning of the spiritual danger in idolatry, implying that idolaters will become as ineffective as the idols they worship.
Psalm 115:9	Positive	Encouragement	Medium	O Israel, trust in the LORD; He is their help and shield.	A call to trust in the LORD rather than idols, reinforced by the assurance of God's protection.
Psalm 115:10	Positive	Encouragement	Medium	O house of Aaron, trust in the LORD; He is their help and shield.	Extending the call to trust to the priestly class, again pointing to the LORD’s protective nature.
Psalm 115:11	Positive	Encouragement	Medium	You who fear the LORD, trust in the LORD; He is their help and shield.	Encouraging all God-fearers to trust in the LORD, emphasizing God's role as protector.
Psalm 115:12	Positive	Gratitude	Medium	The LORD has been mindful of us; He will bless us; He will bless the house of Israel; He will bless the house of Aaron;	Expressing gratitude for God’s attentiveness and the blessings bestowed upon Israel and its priests.
Psalm 115:13	Positive	Gratitude	High	He will bless those who fear the LORD, both small and great.	Stating that God’s blessings are not limited by social status, inclusive of all who fear Him.
Psalm 115:14	Positive	Hope	Medium	May the LORD give you increase, you and your children.	Expressing a prayerful wish for prosperity and blessing on the people and their offspring.
Psalm 115:15	Positive	Hope	Medium	May you be blessed by the LORD, the Maker of heaven and earth.	Blessing the people in the name of the LORD, the Creator of all.
Psalm 115:16	Positive	Wonder	Medium	The highest heavens belong to the LORD, but the earth He has given to mankind.	Acknowledging God’s supreme ownership of creation, yet God’s gracious gift of the earth to humanity.
Psalm 115:17	Neutral	Sobriety	Medium	It is not the dead who praise the LORD, nor any of those descending into silence.	A sobering truth that praises for God come from the living, not the dead.
Psalm 115:18	Positive	Determination	High	But we will bless the LORD from this time forth and forevermore. Praise the LORD!	Committing to continuous praise of the LORD, culminating in a call for others to join in praise.
