Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 95:1	Positive	Joy	High	"Come, let us sing for joy to the LORD; let us shout aloud to the Rock of our salvation."	The psalm opens with a call to joyful praise, which sets the tone for worship and reverence.
Psalm 95:2	Positive	Gladness	Moderate	"Let us come before Him with thanksgiving and extol Him with music and song."	The psalmist continues the theme of joyful worship, mentioning thanksgiving as a key component.
Psalm 95:3	Positive	Awe	Moderate	"For the LORD is the great God, the great King above all gods."	This verse expresses awe towards God’s supremacy over all other deities and powers.
Psalm 95:4	Positive	Reverence	Low	"In His hand are the depths of the earth, and the mountain peaks belong to Him."	The verse emphasizes God's ownership and control over all creation.
Psalm 95:5	Positive	Admiration	Low	"The sea is His, for He made it, and His hands formed the dry land."	The creation theme continues, highlighting God's power and role as creator.
Psalm 95:6	Positive	Devotion	Moderate	"Come, let us bow down in worship; let us kneel before the LORD our Maker."	An invitation to worship the Creator, emphasizing physical gestures of bowing and kneeling.
Psalm 95:7	Neutral	Contemplation	Moderate	"For He is our God, and we are the people of His pasture, the flock under His care. Today, if you hear His voice,"	It reflects on the relationship between God and His people, likening them to a flock He shepherds.
Psalm 95:8	Negative	Warning	High	"do not harden your hearts as at Meribah, as on that day at Massah in the wilderness,"	A stark warning against repeating the rebellion and hard-heartedness of the Israelites in the Exodus story.
Psalm 95:9	Negative	Accusation	High	"where your fathers tested and tried Me, though they had seen My work."	The verse recounts the testing of God by the Israelites in the desert despite witnessing His deeds.
Psalm 95:10	Negative	Frustration	High	"For forty years I was angry with that generation; I said, ‘They are a people whose hearts go astray, and they have not known My ways.’"	God's frustration is expressed regarding the Israelites' continued disobedience over forty years.
Psalm 95:11	Negative	Anger	High	"So I declared on oath in My anger, ‘They shall never enter My rest.’"	The conclusion of the psalm ties back to the rebellion in the desert, with God swearing they would not enter His rest.
