Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 86:1	Positive	Appeal	Moderate	Hear me, O Lord, and answer me, for I am poor and needy.	In this opening verse, the Psalmist is pleading with the Lord, emphasizing his vulnerable state of being ”poor and needy“.
Psalm 86:2	Positive	Request	Moderate	Guard my soul, for I am godly. You my God, save your servant who trusts in You.	Here, the Psalmist expresses his piety (”I am godly“) and his trust in God, asking for protection and deliverance.
Psalm 86:3	Positive	Request	Moderate	Be merciful to me, O Lord, for I call to You all day long.	The Psalmist continuously seeks God’s mercy, indicating a constant state of prayer and dependency on God.
Psalm 86:4	Positive	Request	Moderate	Bring joy to your servant‘s soul, for to You, O Lord, I lift up my soul.	The Psalmist requests joy and upliftment, signaling his devotion as he lifts up his soul to the Lord.
Psalm 86:5	Positive	Assurance	High	For You, O Lord, are kind and ready to forgive, abundant in loving kindness to all who call on You.	The verse reflects belief in God’s inherent goodness, His readiness to forgive, and His abundant love for those who reach out to Him.
Psalm 86:6	Neutral	Request	Moderate	Hear my prayer, O LORD; listen to my cry for mercy.	The Psalmist asks for God‘s attention, implying a need for compassion and God’s response to his prayers.
Psalm 86:7	Positive	Desperation	High	In the day of my distress I call to you, for you will answer me.	Even in distress, the Psalmist shows confidence that God will respond to his call.
Psalm 86:8	Positive	Admiration	Low	There is none like You among the gods, O Lord, nor are there any works like Yours.	This verse expresses unique admiration for the Lord, suggesting His incomparable nature and deeds.
Psalm 86:9	Positive	Prediction	Moderate	All the nations You have made will come and bow down before You, O Lord, and they will glorify Your name.	Foretelling universal worship, the Psalmist expects that all nations will eventually recognize and honor God.
Psalm 86:10	Positive	Reverence	High	For You are great and perform wonders; You alone are God.	Declaration of God‘s grandeur and acknowledgement of His ability to perform wonders, reinforcing monotheistic belief.
Psalm 86:11	Neutral	Request	Moderate	Teach me Your way, O LORD, that I may walk in Your truth; unite my heart to fear Your name.	A plea for guidance in God’s truth and a unified heart to properly revere Him.
Psalm 86:12	Positive	Praise	High	I will praise You, O Lord my God, with all my heart; I will glorify Your name forever.	Commitment to lifelong praise and glorification of God, emphasizing wholehearted devotion.
Psalm 86:13	Positive	Gratitude	High	For great is Your loving kindness toward me; You have delivered my soul from the depths of Sheol.	Gratitude for God‘s immense kindness and salvation from near death, possibly metaphorical for severe distress.
Psalm 86:14	Negative	Lamentation	Moderate	O God, the arrogant have risen against me; a band of ruthless men seeks my life, they do not set You before them.	Lament about adversaries that pose a threat to life, highlighting their disregard for God.
Psalm 86:15	Positive	Assurance	High	But You, O Lord, are a compassionate and gracious God, slow to anger and abundant in loving kindness and truth.	Affirmation of God’s nature as compassionate, patient, and characterized by steadfast love and reliability.
Psalm 86:16	Positive	Request	Moderate	Turn to me and be gracious to me; give Your strength to Your servant, and save the son of Your maidservant.	Requesting God‘s favor and strength, invoking the relationship as ”the son of Your maidservant“ to implore deliverance.
Psalm 86:17	Neutral	Request	Moderate	Show me a sign of Your favor, that those who hate me may see it and be ashamed, because You, O LORD, have helped me and comforted me.	Asking for a tangible sign of God’s favor to confound enemies and to demonstrate God‘s support and consolation.
