Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 111:1	Positive	Joy	Moderate	Praise the LORD. I will give thanks to the LORD with all my heart in the assembly of the upright and in the congregation.	The Psalmist expresses his intention to wholeheartedly praise God in community settings, both informal and formal.
Psalm 111:2	Positive	Wonder	Moderate	Great are the works of the LORD; they are pondered by all who delight in them.	Reflection on the awe-inspiring acts of God, which draws the attention and contemplation of those who take joy in His deeds.
Psalm 111:3	Positive	Admiration	Moderate	Glorious and majestic are His deeds, and His righteousness endures forever.	Admiration for the God’s deeds which are both glorious and majestic; His righteousness is unending.
Psalm 111:4	Positive	Gratitude	Moderate	He has caused His wonders to be remembered; the LORD is gracious and compassionate.	The Psalmist acknowledges God‘s providing a way for His wondrous works to be remembered, underscoring God’s grace and compassion.
Psalm 111:5	Positive	Thankfulness	Moderate	He provides food for those who fear Him; He remembers His covenant forever.	Recognition of God‘s provision to those who revere Him, and His everlasting remembrance of His covenant.
Psalm 111:6	Positive	Pride	Moderate	He has shown His people the power of His works by giving them the inheritance of the nations.	Justifying the pride His people can take in their God who has demonstrated His power and granted them a heritage among the nations.
Psalm 111:7	Positive	Trust	Moderate	The works of His hands are truth and justice; all His precepts are trustworthy.	Expressing trust in God whose works embody truth and justice, and whose commands can be relied upon.
Psalm 111:8	Positive	Assurance	Moderate	They are upheld forever and ever, enacted in faithfulness and uprightness.	Assurance for believers that God’s precepts are eternal and are enacted with faithfulness and integrity.
Psalm 111:9	Positive	Reverence	Moderate	He has sent redemption to His people; He has ordained His covenant forever— holy and awesome is His name.	An expression of deep respect for God who has provided redemption and established an eternal covenant; His name is sacred and formidable.
Psalm 111:10	Positive	Wisdom	Moderate	The fear of the LORD is the beginning of wisdom; all who follow His precepts have good understanding. To Him belongs eternal praise.	Asserting that true wisdom starts with reverence for God, and those who follow His commands will gain understanding, affirming that God is worthy of unending praise.
