Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 77:0	Neutral	Reflective	Low	For the choirmaster. According to Jeduthun. Of Asaph. A Psalm.	This introductory note indicates the musical setting and authorship, setting the stage for the Psalm's content.
Psalm 77:1	Negative	Anguish	High	I cried out to God for help; I cried out to God to hear me.	The psalmist is expressing distress and seeking God's attention.
Psalm 77:2	Negative	Anguish	High	When I was in distress, I sought the Lord; at night I stretched out untiring hands, and I would not be comforted.	The psalmist describes continuous, restless seeking of God during a time of great trouble.
Psalm 77:3	Negative	Anguish	High	I remembered you, God, and I groaned; I meditated, and my spirit grew faint.	Selah	The psalmist is troubled upon reflection of God, indicating deep spiritual unrest.
Psalm 77:4	Negative	Anguish	High	You kept my eyes from closing; I was too troubled to speak.	The psalmist experiences insomnia and speechlessness due to the intensity of distress.
Psalm 77:5	Negative	Reflective	Medium	I thought about the former days, the years of long ago;	The psalmist is reflecting on the past, possibly suggesting a better time compared to the present woes.
Psalm 77:6	Neutral	Reflective	Low	I remembered my music in the night. My heart meditated and my spirit asked:	Nostalgic recollection of music during the night implies a search for comfort.
Psalm 77:7	Negative	Doubt	High	"Will the Lord reject forever? Will he never show his favor again?"	Psalmist is questioning God's favor and presence, implying a sense of abandonment.
Psalm 77:8	Negative	Doubt	High	"Has his unfailing love vanished forever? Has his promise failed for all time?"	A doubting concern over whether God's love and promises have permanently ceased.
Psalm 77:9	Negative	Doubt	High	"Has God forgotten to be merciful? Has he in anger withheld his compassion?"	Selah	The psalmist questions God's mercy and compassion, possibly feeling that God's anger is present instead.
Psalm 77:10	Negative	Anguish	Medium	Then I thought, "To this I will appeal: the years when the Most High stretched out his right hand."	In the midst of questioning, the psalmist resolves to appeal to a time when God's power was evident.
Psalm 77:11	Positive	Reflective	Low	I will remember the deeds of the LORD; yes, I will remember your wonders of old.	The psalmist shifts to recalling God's mighty works in the past as a source of comfort.
Psalm 77:12	Positive	Reflective	Low	I will meditate on all your works and consider all your mighty deeds.	A deliberate decision to focus on God's acts and achievements.
Psalm 77:13	Positive	Awe	Medium	Your ways, God, are holy. What god is so great as our God?	The psalmist expresses awe and reverence for God's unique holiness and greatness.
Psalm 77:14	Positive	Amazement	High	You are the God who performs miracles; you display your power among the peoples.	Recognition of God's miraculous works and the demonstration of His power to the world.
Psalm 77:15	Positive	Gratitude	Medium	With your mighty arm you redeemed your people, the descendants of Jacob and Joseph.	Selah	Affirmation of God's past redemption of Israel, reflecting gratitude for God's intervention.
Psalm 77:16	Positive	Awe	Medium	The waters saw you, God, the waters saw you and writhed; the very depths were convulsed.	A poetic depiction of nature's reaction to God's presence, possibly referring to the parting of the Red Sea.
Psalm 77:17	Positive	Awe	Medium	The clouds poured down water, the heavens resounded with thunder; your arrows flashed back and forth.	Descriptive imagery of a theophany, representing God's power in a storm.
Psalm 77:18	Positive	Awe	Medium	Your thunder was heard in the whirlwind, your lightning lit up the world; the earth trembled and quaked.	Continuation of the powerful storm imagery, emphasizing God's majesty and the earth's response.
Psalm 77:19	Positive	Mystery	High	Your path led through the sea, your way through the mighty waters, though your footprints were not seen.	An allusion to God's miraculous passage through the Red Sea, highlighting the mysterious nature of His works.
Psalm 77:20	Positive	Trust	Low	You led your people like a flock by the hand of Moses and Aaron.	Conclusion with an affirmation of God's guidance of Israel, symbolized by the leadership of Moses and Aaron.
