Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 79:1	Negative	Anguish	High	O God, the nations have invaded Your inheritance; they have defiled Your holy temple; they have reduced Jerusalem to rubble.	The psalmist is describing the desecration of the temple and Jerusalem by foreign invaders, expressing a sense of violation and loss.
Psalm 79:2	Negative	Sorrow	Medium	They have given the dead bodies of Your servants as food to the birds of the sky, the flesh of Your saints to the beasts of the earth.	The verse portrays the aftermath of a battle or siege where the fallen are not afforded proper burials, signifying disrespect and sadness.
Psalm 79:3	Negative	Horror	High	They have poured out their blood like water all around Jerusalem, and there is no one to bury them.	The imagery of blood shed and unburied bodies heightens the sense of desolation and horror at the atrocities committed.
Psalm 79:4	Negative	Shame	Medium	We have become a reproach to our neighbors, a scorn and derision to those around us.	This verse reflects the humiliation and mocking the people of Israel feel from those around them due to their defeat and the desecration of their land.
Psalm 79:5	Negative	Anger	High	How long, O LORD? Will You be angry forever? Will Your jealousy burn like fire?	The psalmist is questioning God's enduring anger and the consequences of His jealousy, suggesting a feeling of helplessness amidst ongoing suffering.
Psalm 79:6	Negative	Indignation	High	Pour out Your wrath on the nations that do not know You, and on the kingdoms that do not call on Your name.	The speaker appeals for divine retribution against the pagan nations who do not worship the God of Israel.
Psalm 79:7	Negative	Accusation	High	For they have devoured Jacob and laid waste his homeland.	The verse accuses the foreign invaders of destroying the nation of Israel, spoken with a tone of condemnation.
Psalm 79:8	Neutral	Supplication	Medium	Do not hold past sins against us; let Your compassion come quickly, for we are brought very low.	A plea for forgiveness and urgent help, recognizing the people’s vulnerability and dire circumstances.
Psalm 79:9	Neutral	Appeal	Medium	Help us, O God of our salvation, for the glory of Your name; deliver us and atone for our sins, for Your name’s sake.	This verse is a prayer for deliverance and atonement, highlighting the need for God’s intervention for the sake of His own reputation.
Psalm 79:10	Negative	Questioning	Medium	Why should the nations say, “Where is their God?” Before our eyes, make known among the nations that You avenge the blood of Your servants.	The psalmist expresses concern over the perception of God’s absence, asking for a visible display of divine vengeance to vindicate His people.
Psalm 79:11	Negative	Pity	High	Let the groans of the prisoners come before You; according to the greatness of Your power, preserve those condemned to die.	Reflecting on the plight of captives, the psalmist implores God to save those who are suffering and facing death.
Psalm 79:12	Neutral	Request	Medium	Return to our neighbors sevenfold into their laps the reproach they have hurled at You, O Lord.	The verse requests just recompense for the insults directed at God by their enemies, implying a desire for divine justice.
Psalm 79:13	Positive	Joy	Medium	Then we, Your people, the sheep of Your pasture, will praise You forever; from generation to generation, we will proclaim Your praise.	The final verse turns to a note of hope and determination, with the faithful pledging ongoing worship and praise of God across generations.
