Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 102:0	Neutral	Reflection	Medium	A Prayer of the Afflicted when he is faint and pours out his lament before the LORD.	This introductory text sets the tone for the Psalm, indicating that it is a prayer during a time of personal affliction and despair.
Psalm 102:1	Negative	Supplication	High	Hear my prayer, O LORD; let my cry for help come to You.	The psalmist is asking attentively for God's listening ear, highlighting a sense of urgency and need for divine intervention.
Psalm 102:2	Negative	Desperation	High	Do not hide Your face from me in my day of distress. Incline Your ear to me; answer me quickly when I call.	The speaker expresses fear of being ignored or abandoned by God during a time of dire need, pleading for a rapid response.
Psalm 102:3	Negative	Sorrow	High	For my days vanish like smoke, and my bones burn like glowing embers.	Imagery of smoke and burning embers conveys the psalmist’s feelings of rapid decline and intense suffering.
Psalm 102:4	Negative	Despair	High	My heart is stricken and withered like grass, so that I forget to eat my bread.	Extreme emotional distress impacts the speaker's physical well-being, causing them to neglect basic needs.
Psalm 102:5	Negative	Anguish	High	From the sound of my groaning, my bones cling to my skin.	Physical manifestation of the psalmist's sorrow and turmoil, emphasizing the severity of their affliction.
Psalm 102:6	Negative	Loneliness	Medium	I am like a desert owl, like an owl among the ruins.	Use of simile compares the psalmist to solitary creatures, highlighting feelings of isolation and abandonment.
Psalm 102:7	Negative	Loneliness	Medium	I lie awake; I have become like a lone bird on a housetop.	Continued imagery of solitude, depicting sleeplessness and detachment from others.
Psalm 102:8	Negative	Reproach	High	All day long my enemies taunt me; those who ridicule me use my name as a curse.	The speaker is tormented by enemies, exacerbating his sense of desolation and distress.
Psalm 102:9	Negative	Despondency	Medium	For I have eaten ashes as my bread and mixed my drink with tears	Expression of deep mourning and sadness, using the metaphor of consuming one’s own grief.
Psalm 102:10	Negative	Anger	Medium	Because of Your indignation and wrath; for You have lifted me up and cast me aside.	The psalmist attributes his suffering to God's anger, feeling both elevated and then rejected by God.
Psalm 102:11	Negative	Melancholy	Medium	My days are like lengthening shadows, and I wither away like grass.	Metaphor of a shadow growing longer as the day ends, symbolizing the psalmist's life fading away.
Psalm 102:12	Positive	Hope	Mild	But You, O LORD, sit enthroned forever; Your renown endures through all generations.	Shifts focus from the self to God’s eternal reign and lasting fame, indicating a turn toward hope.
Psalm 102:13	Positive	Anticipation	Mild	You will rise up and have compassion on Zion, for it is time to show favor to her; the appointed time has come.	Expresses confidence in God's promised future actions to restore Zion, showing trust in His timing.
Psalm 102:14	Positive	Affection	Mild	For Your servants favor her stones and take pity on her dust.	Affirms the devotion of God's servants to Zion, even in its desolation, showing reverence for the holy city.
Psalm 102:15	Positive	Reverence	Mild	The nations will fear the name of the LORD, and all the kings of the earth will revere Your glory.	Anticipates a time when God's power and majesty will be universally acknowledged and respected.
Psalm 102:16	Positive	Hope	High	For the LORD will rebuild Zion; He will appear in His glory.	Foretells divine intervention and the restoration of Zion, asserting God’s commitment to His people and dwelling place.
Psalm 102:17	Positive	Compassion	High	He will regard the prayer of the destitute and will not despise their prayer.	Assures that God attends to the needy and values their prayers, reinforcing His character as compassionate and responsive.
Psalm 102:18	Positive	Instruction	Mild	This will be written for the next generation, that a people not yet created may praise the LORD.	The current experiences are to be recorded as a testament for future generations, ensuring that the acts of God will be known and celebrated.
Psalm 102:19	Positive	Declaration	Mild	For He looked down from the heights of His sanctuary; from heaven the LORD viewed the earth,	Describes God's sovereign and observant position over the earth, highlighting His awareness of human affairs.
Psalm 102:20	Positive	Attention	Mild	to hear the groans of the prisoners, to release those condemned to death.	Indicates God's attentiveness to suffering and His power to liberate and vindicate the oppressed.
Psalm 102:21	Positive	Purpose	Medium	So that the name of the LORD will be proclaimed in Zion and His praise in Jerusalem	Establishes the reason for deliverance: that God may be glorified and honored where His presence dwells.
Psalm 102:22	Positive	Celebration	Medium	when the peoples and kingdoms assemble to worship the LORD.	Predicts a future gathering of diverse groups to jointly worship God, emphasizing unity in devotion to the Divine.
Psalm 102:23	Negative	Weakness	Mild	He has broken my strength in midcourse; He has shortened my days.	The psalmist returns to lament, feeling that God has diminished his vitality and lifespan before its natural culmination.
Psalm 102:24	Negative	Plea	Medium	I say, "O my God, do not take me away in the middle of my days, your years go on through all generations."	The speaker appeals to God's eternal nature, requesting not to be cut off prematurely from life.
Psalm 102:25	Positive	Adoration	Mild	In the beginning You laid the foundations of the earth, and the heavens are the work of Your hands.	Declares God's role as Creator, acknowledging His eternal strength and authority.
Psalm 102:26	Positive	Permanence	Mild	They will perish, but You remain; they will all wear out like a garment. Like clothing You will change them, and they will be discarded.	Contrasts the transient nature of the created order with God’s enduring existence.
Psalm 102:27	Positive	Constancy	Mild	But You are the same, and Your years will never end.	Affirms God's unchanging character and infinite lifespan, providing reassurance in the midst of temporal concerns.
Psalm 102:28	Positive	Promise	Mild	The children of Your servants will live in Your presence; their descendants will be established before You.	Encourages the faithful with the promise that their lineage will continue in God's favor and care.
