Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 97:1	Positive	Joy	High	The LORD reigns, let the earth rejoice; let the many coastlands be glad!	The psalm begins with a jubilant declaration of God's sovereignty over the earth, implying a call to celebration.
Psalm 97:2	Neutral	-	-	Clouds and thick darkness surround Him; righteousness and justice are the foundation of His throne.	The psalmist describes God's majestic and mysterious presence, emphasizing His moral attributes.
Psalm 97:3	Neutral	-	-	Fire goes before Him and consumes His foes on every side.	The imagery of fire represents God's purifying and consuming judgment against His adversaries.
Psalm 97:4	Positive	Awe	Medium	His lightning lights up the world; the earth sees and trembles.	The psalmist illustrates God's power and the effect it has on the world, causing awe and trembling.
Psalm 97:5	Neutral	-	-	The mountains melt like wax before the LORD, before the Lord of all the earth.	This verse metaphorically describes the mountains, symbols of stability, melting before God's overwhelming presence.
Psalm 97:6	Positive	Joy	Medium	The heavens proclaim His righteousness, and all the peoples see His glory.	This verse shifts focus to the heavens declaring God’s perfect righteousness and glory visible to all.
Psalm 97:7	Negative	Contempt	High	All worshipers of images are put to shame, those who boast in idols—worship Him, all you gods!	The psalmist expresses disdain for idolatry and asserts that even the heavenly beings ought to worship the one true God.
Psalm 97:8	Positive	Joy	Medium	Zion hears and rejoices, and the daughters of Judah exult because of Your judgments, O LORD.	The joy of God’s people, especially those in Zion and Judah, who delight in God’s righteous judgments.
Psalm 97:9	Positive	Admiration	High	For You, O LORD, are Most High over all the earth; You are exalted far above all gods.	The psalmist adores God, affirming His supreme authority over all the earth and other deities.
Psalm 97:10	Positive	Love	Medium	O you who love the LORD, hate evil! He preserves the lives of His saints; He delivers them from the hand of the wicked.	An exhortation to love God and despise evil, with confidence in God's protection for the righteous.
Psalm 97:11	Positive	Hope	Medium	Light is sown like seed for the righteous and joy for the upright in heart.	The psalmist uses the metaphor of light and joy being sown as a seed to symbolize the blessings for the righteous.
Psalm 97:12	Positive	Joy	Medium	Rejoice in the LORD, you righteous, and give thanks to His holy name!	The psalm concludes with an invitation to the righteous to rejoice and give thanks to God for His holiness.
