Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 104:1	Positive	Awe	Medium	Bless the LORD, O my soul. O LORD my God, You are very great; You are clothed with splendor and majesty.	The psalmist expresses admiration and reverence to God’s greatness and majestic nature.
Psalm 104:2	Positive	Awe	High	He wraps Himself in light as with a garment; He stretches out the heavens like a tent.	The imagery of God‘s creative power and glory is highlighted by depicting Him as clothed with light and as the one who stretches out the heavens.
Psalm 104:3	Neutral	Amazement	Medium	He lays the beams of His chambers on the waters; He makes the clouds His chariot; He walks on the wings of the wind.	The verse speaks to the sovereignty of God over creation, describing Him in majestic and almost fantastical images.
Psalm 104:4	Neutral	Admiration	Low	He makes the winds His messengers, flames of fire His servants.	God’s command over the natural elements is shown, expressing his sovereignty and power.
Psalm 104:5	Neutral	Observation	Low	He set the earth on its foundations, never to be moved.	A statement about God‘s act of creation, giving the earth stability and permanence.
Psalm 104:6	Neutral	Admiration	Medium	You covered it with the deep as with a garment; the waters stood above the mountains.	The verse reflects on the time of creation when the earth was covered by primordial waters.
Psalm 104:7	Negative	Fear	Medium	At Your rebuke the waters fled; at the sound of Your thunder, they hurried away.	The power of God’s command is illustrated as the waters retreat in response to His rebuke, implying God‘s control over even the most chaotic elements.
Psalm 104:8	Neutral	Admiration	Medium	The mountains rose, the valleys sank down to the place You assigned for them.	The process of God’s creation is described, showing His purpose and intention in forming the earth‘s topography.
Psalm 104:9	Neutral	Observation	Low	You set a boundary they cannot cross; never again will they cover the earth.	The permanent boundaries set by God for the waters, ensuring they will not return to cover the earth.
Psalm 104:10	Positive	Satisfaction	Medium	He sends forth springs in the valleys; they flow between the mountains.	God’s provision for the earth, giving water for sustenance and life, is narrated with an appreciation for His care.
...	...	...	...	...	...
