Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 105:1	Positive	Joy	Medium	Give thanks to the LORD; call upon His name; make known His deeds among the nations.	The psalmist is inviting the audience to express gratitude and spread the word of God’s works.
Psalm 105:2	Positive	Joy	Medium	Sing to Him, sing praises to Him; tell of all His wondrous works.	The verse emphasizes worship through singing and recounting the wonders God has done.
Psalm 105:3	Positive	Joy	Medium	Glory in His holy name; let the hearts of those who seek the LORD rejoice.	Encouragement to take pride in seeking God and to be joyful in this pursuit.
Psalm 105:4	Positive	Anticipation	High	Seek out the LORD and His strength; seek His face always.	The psalmist urges the audience to continually look for God and rely on His strength.
Psalm 105:5	Positive	Surprise	Medium	Remember the wonders He has done, His miracles, and the judgments He pronounced,	The focus is on recalling the miraculous and just nature of God‘s actions.
Psalm 105:6	Neutral	None	Low	O offspring of Abraham His servant, O sons of Jacob, His chosen ones.	The verse identifies the audience as the descendants of Abraham and Jacob, chosen by God.
Psalm 105:7	Positive	Trust	Medium	He is the LORD our God; His judgments govern the whole earth.	Acknowledgement of God’s sovereignty and the universality of His justice.
Psalm 105:8	Positive	Trust	High	He remembers His covenant forever, the word He commanded for a thousand generations,	This verse highlights God‘s faithfulness and lasting commitment to His covenant.
Psalm 105:9	Positive	Trust	Medium	the covenant He made with Abraham, and the oath He swore to Isaac.	Refers to the specific covenant with the patriarchs of the Jewish faith.
Psalm 105:10	Positive	Trust	Medium	He confirmed it to Jacob as a decree, to Israel as an everlasting covenant:	Indicates the continuation and everlasting nature of the covenant to the people of Israel.
Psalm 105:11	Positive	Joy	Medium	Saying, ”To you I will give the land of Canaan as the portion of your inheritance.“	Promise from God to give the descendants of Abraham the land of Canaan.
Psalm 105:12	Neutral	None	Low	When they were few in number, few indeed, and strangers in it,	Describes the early state of the Israelites, when they were just beginning and nomadic.
Psalm 105:13	Neutral	None	Low	They wandered from nation to nation, from one kingdom to another.	Describes the nomadic movements of the ancestors of Israel, indicating a time of uncertainty.
Psalm 105:14	Positive	Trust	Medium	He allowed no one to oppress them; He rebuked kings on their behalf:	Highlights God’s protection over the Israelites from potential oppressors.
Psalm 105:15	Positive	Protection	Medium	”Do not touch My anointed ones; do no harm to My prophets.“	God‘s warning to others regarding His chosen people, declaring them untouchable.
Psalm 105:16	Neutral	None	Low	He called down famine on the land and cut off all their supply of bread.	A reference to a period of hardship and famine that was part of God’s plan.
Psalm 105:17	Neutral	None	Low	He sent a man before them—Joseph, sold as a slave.	Introduces the story of Joseph, setting the stage for the narrative of his rise in Egypt.
Psalm 105:18	Negative	Sorrow	High	They bruised his feet with shackles; his neck was put in irons,	Describes the suffering Joseph endured while being a prisoner in Egypt.
Psalm 105:19	Neutral	Anticipation	Medium	Until the time came to fulfill his dreams, the LORD tested Joseph‘s character.	Explains that Joseph’s trials were part of God‘s plan and tested his virtue.
Psalm 105:20	Positive	Surprise	High	The king sent and released him; the ruler of peoples set him free.	Tells of Joseph’s rise to power when the Pharaoh of Egypt releases him from prison.
Psalm 105:21	Positive	Joy	High	He made him master of his house and ruler over all his possessions,	Shows the extent of Joseph‘s authority bestowed by Pharaoh as a result of his wisdom.
Psalm 105:22	Neutral	None	Low	to instruct his princes as he pleased and teach his elders wisdom.	Indicates Joseph’s role in guiding and educating the Egyptian leaders in wisdom.
