Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 135:1	Positive	Joy	Medium	Praise the LORD. Praise the name of the LORD; praise Him, O servants of the LORD,	The psalm opens with a call for the servants of the LORD to praise His name, setting a tone of worship and reverence.
Psalm 135:2	Positive	Joy	Medium	you who stand in the house of the LORD, in the courts of the house of our God.	The verse implies spatial settings in which the praising takes place. It emphasizes service and presence in the sacred spaces of the LORD’s house.
Psalm 135:3	Positive	Joy	High	Praise the LORD, for the LORD is good; sing praises to His name, for it is pleasant.	The verse reinforces the goodness of the LORD and the pleasing nature of worship, suggesting a harmonious and joyful relationship with God.
Psalm 135:4	Positive	Affirmation	Medium	For the LORD has chosen Jacob for Himself, Israel as His treasured possession.	The verse speaks of God‘s special choice of Israel, connoting a sense of favor and exclusivity in the relationship between God and His people.
Psalm 135:5	Positive	Confidence	Medium	For I know that the LORD is great; our Lord is above all gods.	The psalmist expresses a confident acknowledgment of the LORD’s greatness and supremacy above all other deities.
Psalm 135:6	Positive	Power	High	Whatever the LORD pleases, He does in the heavens and on earth, in the seas and all their depths.	The verse depicts God‘s omnipotence and his unrestricted ability to act according to His will in all realms of existence.
Psalm 135:7	Neutral	Observation	Medium	He causes the clouds to rise from the ends of the earth. He sends lightning with the rain and brings the wind out of His storehouses.	This verse describes natural phenomena as under the direct command of God, suggesting His control over creation.
Psalm 135:8	Positive	Justice	Medium	He struck down the firstborn of Egypt, both man and beast.	Here, the verse recalls God’s acts of judgment and power as seen in the deliverance of Israel from Egypt.
Psalm 135:9	Positive	Justice	High	He sent signs and wonders into your midst, O Egypt, against Pharaoh and all his servants.	The verse further elaborates on God‘s demonstrated power through signs and wonders in Egypt, underscoring His ability to overcome human authorities.
Psalm 135:10	Positive	Justice	Medium	He struck down many nations and slaughtered mighty kings—	This verse continues the theme of God’s justice, bringing defeat to nations and mighty rulers opposing His will.
Psalm 135:11	Positive	Justice	Medium	Sihon king of the Amorites, Og king of Bashan, and all the kingdoms of Canaan.	It specifies the particular historical victories orchestrated by God for Israel, evidencing His supportive action for His chosen people.
Psalm 135:12	Positive	Justice	Medium	He gave their land as an inheritance, an inheritance to His people Israel.	This verse describes the tangible outcome of God‘s favor, the acquisition of land, a divine grant to His chosen people.
Psalm 135:13	Positive	Memory	Medium	Your name, O LORD, endures forever, your renown, O LORD, through all generations.	The psalmist reflects on the eternal nature of the LORD’s name and fame, extending beyond temporary circumstances.
Psalm 135:14	Positive	Comfort	Medium	For the LORD will vindicate His people and have compassion on His servants.	This verse reassures of God‘s commitment to justice and mercy for His people, indicating ongoing care and concern.
Psalm 135:15	Neutral	Observation	Low	The idols of the nations are silver and gold, made by the hands of men.	Transitioning to a contrasting theme, this verse begins to describe the nature of idols in contrast to the living God.
Psalm 135:16	Neutral	Observation	Low	They have mouths, but cannot speak; eyes, but cannot see;	The verse points out the impotence of idols, having physical features but lacking any real power or life.
Psalm 135:17	Neutral	Observation	Low	They have ears, but cannot hear, nor is there breath in their mouths.	Continuing from the previous verse, the psalmist emphasizes the lifelessness of idols, further highlighting their inherent powerlessness.
Psalm 135:18	Neutral	Admonition	Medium	Those who make them will be like them, and so will all who trust in them.	There is a warning here that those who trust in idols will become as ineffectual and empty as the idols themselves.
Psalm 135:19	Positive	Exhortation	Medium	O house of Israel, bless the LORD; O house of Aaron, bless the LORD;	The psalm shifts back to a call for blessings upon the LORD from the house of Israel and the priesthood.
Psalm 135:20	Positive	Exhortation	Medium	O house of Levi, bless the LORD; you who fear the LORD, bless the LORD.	Further extending the call to various groups within the community of faith, urging a collective expression of blessing to God.
Psalm 135:21	Positive	Joy	High	Blessed be the LORD from Zion, who dwells in Jerusalem. Praise the LORD!	This closing verse celebrates God’s presence in Jerusalem and ends with a jubilant ”Praise the LORD,“ echoing the opening of the psalm.
