Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 17:1	Positive	Trust	Moderate	Hear, O LORD, my righteous plea; listen to my cry. Give ear to my prayer—from lips free of deceit.	David is presenting himself before God as someone who is being honest in his prayer, orienting the reader to the sincerity with which David approaches God.
Psalm 17:2	Positive	Confidence	Moderate	May my vindication come from Your presence; may Your eyes see what is right.	David is asking for justice and for God to view his cause favorably, suggesting a trust that God will discern truth and act justly.
Psalm 17:3	Neutral	Reflection	Moderate	You have tested my heart; You have visited me at night. You have tried me and found nothing; I have resolved that my mouth will not sin.	David speaks of God examining him intimately and finding him innocent of wrongdoing, which is an important assertion in the context of his prayer for deliverance from his enemies.
Psalm 17:4	Positive	Resolve	Moderate	As for the deeds of men—by the word of Your lips I have avoided the ways of the violent.	David declares his adherence to God’s commandments, avoiding violence, and attests to his own righteous behavior.
Psalm 17:5	Positive	Determination	High	My steps have held to Your paths; my feet have not slipped.	David claims steady faithfulness in following God‘s ways, which reinforces his request for God’s attention and intervention.
Psalm 17:6	Positive	Trust	High	I call on You, for You will answer me, O God. Incline Your ear to me; hear my speech.	Expressing belief in God‘s responsiveness, David confidently asks for God’s attention to his plea.
Psalm 17:7	Positive	Hope	High	Show the wonders of Your loving devotion, O Savior of those who seek refuge from their adversaries at Your right hand.	David appeals to God‘s nature as a protector and requests to witness God’s miraculous love.
Psalm 17:8	Positive	Desire	Moderate	Keep me as the apple of Your eye; hide me in the shadow of Your wings	David asks for God‘s intimate protection and care, using metaphors that evoke a deep personal connection with God.
Psalm 17:9	Negative	Alarm	Moderate	Protect me from the wicked who despoil me, from my mortal enemies who surround me.	David expresses a sense of danger from enemies who wish to do him harm, asking for God’s protection.
Psalm 17:10	Negative	Distress	High	Their hearts are callous; their mouths speak arrogantly.	David characterizes his enemies as cruel and haughty, indicating the depth of their malice.
Psalm 17:11	Negative	Fear	High	They have tracked me down, they now surround me, with eyes alert to throw me to the ground.	The imagery of being hunted emphasizes the immediate danger David feels from his adversaries.
Psalm 17:12	Negative	Anger	Moderate	They are like a lion eager to tear, like a young lion lurking in ambush.	The comparison to predatory animals conveys the violent intent and the treachery of David‘s enemies.
Psalm 17:13	Negative	Apprehension	Moderate	Arise, O LORD, confront them! Bring them down; with Your sword rescue my soul from the wicked.	David calls for God’s direct intervention against the threats to his life, envisioning God as a warrior capable of delivering him.
Psalm 17:14	Negative	Disgust	Low	By Your hand, O LORD, from men of the world whose portion is in this life—you fill the belly of those You cherish with food; they are satisfied with children, and they leave their abundance to their babies.	David contrasts the temporal rewards of the wicked with the eternal portion he seeks from God, implying a disdain for their worldly pursuits and consequent satisfaction. 
Psalm 17:15	Positive	Contemplation	High	As for me, in righteousness I shall behold Your face; when I awake, I shall be satisfied with Your likeness.	In contrast with the previous verse, David looks forward to a future when he will see God Himself and find ultimate fulfillment in God‘s presence, rather than in earthly treasures.
