Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 59:0	Neutral	Anticipation	Low	Deliver me from my enemies, O my God; set me on high from those who rise up against me.	The superscription of Psalm 59, before verse 1, is a plea for deliverance and implies anticipation for God’s intervention.
Psalm 59:1	Negative	Fear	Medium	Deliver me from my enemies, O God; protect me from those who rise up against me.	David is asking for protection, indicating fear of his enemies.
Psalm 59:2	Negative	Anger	Medium	Deliver me from workers of iniquity, and save me from men of bloodshed.	There is a strong aversion toward the violent actions of his enemies, hence the negative polarity and anger.
Psalm 59:3	Negative	Fear	Medium	For behold, they lie in wait for my life; fierce men conspire against me without cause or offense to them.	David describes a treacherous situation, highlighting the unprovoked nature of the attack, which causes fear.
Psalm 59:4	Neutral	Anticipation	Low	O LORD, I have not transgressed or sinned; without fault, they run and prepare. Awake to help me, and see!	Despite David‘s innocence, his enemies still pursue him. His call to the Lord to ”Awake“ implies anticipation for God’s assistance.
Psalm 59:5	Negative	Anger	High	And You, O LORD God of Hosts, the God of Israel, awake to punish all the nations; show no mercy to any wicked traitors. Selah	David calls upon God to punish the wicked, showing his indignation.
Psalm 59:6	Negative	Disgust	Low	They return at evening, snarling like dogs and prowling around the city.	The imagery of enemies as snarling dogs highlights their persistent antagonism, which is viewed negatively.
Psalm 59:7	Negative	Disgust	Medium	See what they spew from their mouths—sharp words from their lips: ”For who can hear us?“	Their arrogant speech and disrespect are detestable, increasing the negative emotion.
Psalm 59:8	Positive	Amusement	Low	But You, O LORD, laugh at them; You scoff at all the nations.	The perspective shifts to God‘s view, showing His dominion and control over the situation, hence the positive polarity.
Psalm 59:9	Positive	Confidence	High	O my Strength, I watch for You; for God is my fortress.	David expresses confidence and trust in God, who is described as a fortress.
Psalm 59:10	Positive	Love	High	My God in His lovingkindness will meet me; God will let me look in triumph on my foes.	The assurance of God’s loving support gives a very positive tone to this verse.
Psalm 59:11	Negative	Anger	High	Do not kill them, or my people will forget; scatter them by Your power, and bring them down, O Lord, our shield.	While there is a pleading for justice, there is also an underlying desire that people would remember and learn from the consequences given to the wicked.
Psalm 59:12	Negative	Contempt	High	For the sin of their mouths and the words of their lips, let them be trapped in their pride, and for the curses and lies they utter.	The desire for retribution against the lies and pride of David‘s enemies is strong in this verse.
Psalm 59:13	Negative	Anger	High	Consume them in wrath; consume them till they are no more. Then it will be known to the ends of the earth that God rules over Jacob. Selah	The intensity of the call for divine judgment reflects a high level of negative emotion aimed at the eradication of the wicked.
Psalm 59:14	Negative	Disgust	Low	They return at evening, snarling like dogs and prowling around the city.	This repeats the earlier imagery of enemies as dogs to emphasize their relentless harassment.
Psalm 59:15	Negative	Disgust	Low	They wander about for food and howl if not satisfied.	The depiction of the enemies’ desperation and insatiable nature has a negative tone.
Psalm 59:16	Positive	Joy	High	But I will sing of Your strength and proclaim Your lovingkindness in the morning. For You have been to me a fortress and a refuge in the day of my distress.	The contrast between the behavior of enemies and David‘s own response of worship underscores his positive attitude and sense of joy.
Psalm 59:17	Positive	Love	High	O my Strength, I sing praises to You; for God is my fortress—my loving God.	The repetition of trust and love for God provides a positive end to the psalm.
