Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 88:0	Negative	Sadness	High	O LORD, the God of my salvation, I cry out by day and in the night before You.	This introductory verse sets the tone for the entire psalm, establishing a mood of desperation and earnest pleading to God.
Psalm 88:1	Negative	Sadness	High	Let my prayer come before You; incline Your ear to my cry.	The psalmist is begging for God’s attention, emphasizing the urgency and depth of his plea.
Psalm 88:2	Negative	Sadness	Medium	For my soul is full of troubles, and my life draws near to Sheol.	The speaker is overwhelmed with personal anguish and feels as if he is close to death, which is represented by Sheol – the grave or the abode of the dead.
Psalm 88:3	Negative	Sadness	High	I am counted among those who go down to the Pit; I am like a man without strength.	The psalmist feels powerless and as good as dead, having no strength to overcome his adversities.
Psalm 88:4	Negative	Sadness	High	I am set apart with the dead, like the slain who lie in the grave, whom You remember no more, who are cut off from Your care.	This imagery suggests total abandonment by God, as the dead are often perceived to be beyond the realm of God’s providence in ancient beliefs.
Psalm 88:5	Negative	Sadness	Medium	You have laid me in the lowest Pit, in the darkest depths.	The speaker accuses God of placing him in a situation of extreme despair and hopelessness.
Psalm 88:6	Negative	Fear	High	Your wrath lies heavily upon me; You have overwhelmed me with all Your waves. Selah	The psalmist feels the full weight of God’s anger in a metaphorical sense, as though God’s wrath was a crushing wave.
Psalm 88:7	Negative	Sadness	High	You have taken from me my closest friends and have made me repulsive to them. I am confined and cannot escape;	The feeling of being utterly alone and trapped is described, with a sense of isolation from even the closest companions.
Psalm 88:8	Negative	Sadness	Medium	My eyes are dim with grief. I call to You, O LORD, every day; I spread out my hands to You.	The physical toll of the speaker’s emotional state is depicted, highlighting the daily persistence of his prayer.
Psalm 88:9	Neutral	Questioning	Low	Do You work wonders for the dead? Do their spirits rise up and praise You? Selah	The psalmist questions the point of God performing miracles for the dead, which implies that he feels nearly dead and wonders if there is hope for himself.
Psalm 88:10	Neutral	Questioning	Low	Is Your loving devotion declared in the grave, Your faithfulness in Abaddon?	Continues the questioning from the previous verse, probing the extent of God’s fidelity and love, even in the place of destruction.
Psalm 88:11	Neutral	Questioning	Low	Are Your wonders known in the darkness, or Your righteousness in the land of oblivion?	This rhetorical question asserts that the deeds of God may not be acknowledged in death and obscurity, prompting reflections on the effectiveness of divine justice.
Psalm 88:12	Negative	Sadness	High	But I cry out to You for help, O LORD; in the morning my prayer comes before You.	Despite questions and despair, the psalmist continues to reach out to God, showing a routine of prayer every morning.
Psalm 88:13	Negative	Sadness	High	Why, O LORD, do You reject me? Why do You hide Your face from me?	The speaker directly confronts God with his feelings of rejection and divine absence, seeking an explanation for his suffering.
Psalm 88:14	Negative	Anguish	High	From my youth I have been afflicted and near death; I have borne Your terrors and am in despair.	This historical note explains that the psalmist’s suffering has been a constant in his life, enduring what he perceives to be terror from God.
Psalm 88:15	Negative	Sadness	High	Your wrath has swept over me; Your terrors have destroyed me.	The intensity of God's wrath is felt as an overwhelming and destructive force.
Psalm 88:16	Negative	Sadness	High	All day long they surround me like a flood; they have completely engulfed me.	The continuous nature of the psalmist’s trials is compared to an inescapable flood.
Psalm 88:17	Negative	Sadness	High	You have taken from me friend and neighbor—darkness is my closest friend.	The ultimate sense of loneliness is described, where darkness itself is personified as the psalmist's only companion.
