Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 24:1	Positive	Reverence	Low	The earth is the LORD’s, and everything in it, the world, and all who live in it.	This verse establishes God‘s sovereignty over all creation.
Psalm 24:2	Positive	Rejoicing	Medium	For He has founded it upon the seas and established it upon the rivers.	The psalmist explains God’s act of creation, implying His legitimate ownership over the earth.
Psalm 24:3	Neutral	Inquiry	Low	Who may ascend the mountain of the LORD? Who may stand in His holy place?	The verse poses rhetorical questions regarding the qualifications for approaching God‘s holy presence.
Psalm 24:4	Positive	Aspiration	Low	He who has clean hands and a pure heart, who does not lift up his soul to an idol or swear by what is false.	This verse answers the previous, stating the moral and spiritual purity required to approach God.
Psalm 24:5	Positive	Assurance	Low	He will receive blessing from the LORD and vindication from the God of his salvation.	Assures that those who are righteous will be blessed and justified by God.
Psalm 24:6	Positive	Seeking	Medium	Such is the generation of those who seek Him, who seek Your face, O God of Jacob.	Selah	Refers to the collective identity of those who earnestly seek a relationship with God.
Psalm 24:7	Positive	Anticipation	Medium	Lift up your heads, O gates! Be lifted up, O ancient doors, that the King of glory may enter in!	Calls for the gates of the city (or metaphorical gates) to open for the triumphant entry of God.
Psalm 24:8	Positive	Admiration	Medium	Who is this King of glory? The LORD strong and mighty, the LORD mighty in battle.	Asks rhetorically to highlight attributes of the LORD as a mighty warrior.
Psalm 24:9	Positive	Reiteration	Medium	Lift up your heads, O gates! Lift them up, O ancient doors, that the King of glory may come in!	Repeats the call for the gates to open, emphasizing anticipation of God’s entry.
Psalm 24:10	Positive	Proclamation	High	Who is He, this King of glory? The LORD of hosts, He is the King of glory. Selah	Answers the rhetorical question posed in verse 8, proclaiming the LORD‘s supreme glory and authority.
