Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 2:1	Negative	Perplexity	Low	Why do the nations conspire, and the peoples plot in vain?	The psalmist expresses bewilderment at the nations’ rebellion against God.
Psalm 2:2	Negative	Defiance	Medium	The kings of the earth take their stand and the rulers gather together, against the LORD and against His Anointed One:	Describes the unified stance of earthly rulers against God and His anointed (messianic) figure.
Psalm 2:3	Negative	Rebellion	Medium	”Let us break Their chains,“ they say, ”and cast away Their cords.“	The rebels speak out against God‘s authority, seeking to free themselves from His governance.
Psalm 2:4	Positive	Amusement	Low	The One enthroned in heaven laughs; the Lord taunts them.	God’s response to the rebellion is one of amusement, as their efforts are futile against His power.
Psalm 2:5	Negative	Anger	High	Then He rebukes them in His anger and terrifies them in His wrath:	There is a shift to God‘s just response to rebellion, signaling serious consequences for defiance.
Psalm 2:6	Neutral	Assertion	Medium	”I have installed My King on Zion, My holy mountain.“	God affirms His authority by establishing His chosen ruler.
Psalm 2:7	Positive	Proclamation	Low	I will proclaim the decree spoken to me by the LORD: ”You are My Son; today I have become Your Father.	The psalmist reveals God’s decree that establishes the anointed one as His Son, an important messianic reference.
Psalm 2:8	Neutral	Promise	Low	Ask of Me, and I will make the nations Your inheritance, the ends of the earth Your possession.	The Lord offers the anointed ruler dominion over the nations, underscoring the global scope of His rule.
Psalm 2:9	Negative	Justice	High	You will break them with an iron scepter; You will shatter them like pottery.	Describes the firmness and decisiveness by which the anointed ruler will exert judgment over the nations.
Psalm 2:10	Neutral	Admonition	Medium	Therefore, be wise, O kings; be instructed, you judges of the earth.	The psalmist advises earthly rulers to be discerning and heed God‘s authority.
Psalm 2:11	Neutral	Exhortation	Low	Serve the LORD with fear, and rejoice with trembling.	Encourages reverence and joy in submission to God, implying the dual nature of God’s kingship as both awesome and joyful.
Psalm 2:12	Negative	Warning	High	Kiss the Son, lest He be angry and you perish in the way, for His wrath can flare up in a moment. Blessed are all who take refuge in Him.	A final warning to acknowledge the Son‘s authority combined with a blessing for those who seek protection in Him.
