Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 139:1	Positive	Thoughtful	Low	O LORD, You have searched me and known me.	The psalmist expresses a sense of comfort and awe that God knows him completely.
Psalm 139:2	Positive	Astonishment	Low	You know when I sit and when I rise; You understand my thoughts from afar.	The psalmist marvels at God’s intimate knowledge of his daily actions and thoughts.
Psalm 139:3	Positive	Admiration	Low	You search out my path and my lying down; You are aware of all my ways.	The psalmist acknowledges God‘s thorough knowledge of his life.
Psalm 139:4	Positive	Amazement	Low	Even before a word is on my tongue, You know all about it, O LORD.	The psalmist is amazed by God’s ability to know his words even before he speaks.
Psalm 139:5	Positive	Comfort	Low	You hem me in behind and before; You have laid Your hand upon me.	The psalmist feels God‘s protective presence around him.
Psalm 139:6	Positive	Wonder	Low	Such knowledge is too wonderful for me, too lofty for me to attain.	The psalmist is overwhelmed by the depth of God’s knowledge and finds it beyond his understanding.
Psalm 139:7	Neutral	Curiosity	Low	Where can I go to escape Your Spirit? Where can I flee from Your presence?	The psalmist ponders the inescapability of God‘s presence.
Psalm 139:8	Positive	Confidence	Low	If I ascend to the heavens, You are there; if I make my bed in Sheol, You are there.	The psalmist expresses confidence in God’s omnipresence.
Psalm 139:9	Neutral	Consideration	Low	If I rise on the wings of the dawn, if I settle by the farthest sea,	The psalmist considers the vastness of the world and God‘s presence in every location.
Psalm 139:10	Positive	Assurance	Low	even there Your hand will guide me; Your right hand will hold me fast.	The psalmist feels assured of God’s guidance and protection everywhere he goes.
Psalm 139:11	Negative	Anxiety	Low	If I say, ”Surely the darkness will hide me, and the light become night around me“—	The psalmist contemplates the possibility of darkness hiding him from God.
Psalm 139:12	Positive	Hope	Low	even the darkness is not dark to You, but the night shines like the day, for darkness is as light to You.	The psalmist realizes that darkness cannot conceal him from God, which brings him hope.
Psalm 139:13	Positive	Adoration	Low	For You formed my inmost being; You knit me together in my mother‘s womb.	The psalmist praises God for His intimate involvement in his creation.
Psalm 139:14	Positive	Joy	High	I praise You, for I am fearfully and wonderfully made. Wonderful are Your works, and my soul knows it very well.	The psalmist expresses joy and wonder at the fact that God made him and all His works are wonderful.
Psalm 139:15	Neutral	Reflection	Low	My frame was not hidden from You when I was made in secret, when I was woven together in the depths of the earth.	The psalmist reflects on God’s knowledge of his formation before he was born.
Psalm 139:16	Positive	Security	Low	Your eyes saw my unformed body; all my days were written in Your book and ordained before one of them came to be.	The psalmist finds security in knowing that God had a plan for his life before he was even born.
Psalm 139:17	Positive	Affection	Low	How precious to me are Your thoughts, O God, how vast is the sum of them!	The psalmist expresses affection for God and marvels at the vastness of His thoughts.
Psalm 139:18	Positive	Gratitude	Low	If I were to count them, they would outnumber the grains of sand; when I awake, I am still with You.	The psalmist is grateful for God‘s countless thoughts and finds comfort in God’s constant presence.
Psalm 139:19	Negative	Anguish	Low	If only You would slay the wicked, O God—away from me, you bloodthirsty men—	The psalmist expresses anguish over the presence of wicked people and wishes for God to take action against them.
Psalm 139:20	Negative	Disgust	Low	who invoke You deceitfully; Your enemies take Your name in vain.	The psalmist is disgusted by those who misuse God‘s name and who are enemies against Him.
Psalm 139:21	Negative	Disapproval	Low	Do I not hate those who hate You, O LORD, and abhor those who rise against You?	The psalmist expresses his disapproval and detestation for those who hate God.
Psalm 139:22	Negative	Contempt	Low	I hate them with perfect hatred; I count them as my enemies.	The psalmist feels an intense animosity towards God’s enemies, considering them as his own enemies.
Psalm 139:23	Neutral	Request	Low	Search me, O God, and know my heart; test me and know my anxious thoughts.	The psalmist asks for God‘s examination of his heart and thoughts, displaying openness to God’s scrutiny.
Psalm 139:24	Neutral	Petition	Low	See if there is any offensive way in me, and lead me in the way everlasting.	The psalmist invites God to reveal any wrong in him and desires to be led in the path of eternal righteousness.
