Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 85:0	Positive	Hope	Moderate	For the choirmaster. Of the sons of Korah. A Psalm.	Indicates that Psalm 85 is meant to be sung and is attributed to the sons of Korah.
Psalm 85:1	Positive	Gratitude	High	You showed favor to Your land, O LORD; You restored Jacob from captivity.	Israel reflects on God’s past mercies, expressing gratitude for deliverance.
Psalm 85:2	Positive	Relief	High	You forgave the iniquity of Your people and covered all their sin. Selah	Highlighting divine forgiveness and the covering of sin, prompting contemplation.
Psalm 85:3	Positive	Relief	Moderate	You set aside all Your wrath; You turned from Your fierce anger.	The psalmist acknowledges a restoration of relationship with God and cessation of His anger.
Psalm 85:4	Neutral	Request	Low	Restore us again, O God of our salvation, and put away Your displeasure toward us.	A prayer for continued mercy and a complete restoration of God‘s favor.
Psalm 85:5	Negative	Fear	Low	Will You be angry with us forever? Will You prolong Your anger to all generations?	A fearful concern about the duration of God’s anger.
Psalm 85:6	Positive	Hope	Medium	Will You not revive us again, that Your people may rejoice in You?	Expresses hope for revival and the joy that comes with it.
Psalm 85:7	Positive	Request	Low	Show us Your loving devotion, O LORD, and grant us Your salvation.	A request for a demonstration of God‘s steadfast love and the granting of salvation.
Psalm 85:8	Positive	Anticipation	High	I will listen to what God the LORD will say; for He promises peace to His people, His saints— but let them not return to folly.	The psalmist is attentive to God’s word, expecting a message of peace but warning against returning to foolish ways.
Psalm 85:9	Positive	Trust	High	Surely His salvation is near to those who fear Him, that His glory may dwell in our land.	Expresses confidence in the proximity of God‘s salvation for the God-fearing and its impact on the land.
Psalm 85:10	Positive	Hope	High	Love and faithfulness meet together; righteousness and peace kiss each other.	Poetically describes the harmonious coming together of divine qualities in God’s salvation.
Psalm 85:11	Positive	Anticipation	Medium	Faithfulness springs forth from the earth, and righteousness looks down from heaven.	Describes a scene where divine faithfulness and righteousness become tangible realities.
Psalm 85:12	Positive	Anticipation	High	The LORD will indeed give what is good, and our land will yield its harvest.	Foresees God‘s blessings resulting in a fruitful land and abundant harvest.
Psalm 85:13	Positive	Trust	Medium	Righteousness goes before Him and prepares the way for His steps.	Speaks of righteousness leading the way for God’s presence, suggesting divine guidance and path-making.
