Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 147:1	Positive	Joy	Medium	Praise the LORD. How good it is to sing praises to our God; how pleasant and fitting to praise Him!	The psalm opens with a call to praise God, highlighting the goodness and appropriateness of worship.
Psalm 147:2	Positive	Satisfaction	Medium	The LORD builds up Jerusalem; He gathers the exiles of Israel.	Depicts God’s restorative work in gathering His people and building up the holy city, symbolizing restoration and unity.
Psalm 147:3	Positive	Compassion	High	He heals the brokenhearted and binds up their wounds.	Emphasizes God‘s healing and caring nature, providing comfort for those in distress.
Psalm 147:4	Neutral	Awe	Medium	He determines the number of the stars; He gives to all of them their names.	Presents God’s omnipotence and omniscience in the vastness of creation, evoking a sense of awe in His abilities.
Psalm 147:5	Positive	Awe	High	Great is our Lord, and mighty in power; His understanding has no limit.	Declaration of God‘s greatness and incomprehensible wisdom, underscoring His supremacy.
Psalm 147:6	Positive	Approval	Medium	The LORD sustains the humble but casts the wicked to the ground.	Contrasts how God supports the humble and opposes the wicked, thus encouraging humility.
Psalm 147:7	Positive	Joy	Medium	Sing to the LORD with grateful praise; make music to our God on the harp.	Encourages joyful praise and worship through music, reflecting a spirit of gratitude.
Psalm 147:8	Positive	Appreciation	Medium	He covers the sky with clouds; He supplies the earth with rain and makes grass grow on the hills.	Highlights God’s provision and care for creation, fostering a sense of thankfulness for His sustenance.
Psalm 147:9	Positive	Gratitude	Medium	He provides food for the cattle and for the young ravens when they call.	Continues the theme of God‘s provision, showing His attentiveness to all living creatures.
Psalm 147:10	Neutral	Indifference	Medium	His pleasure is not in the strength of the horse, nor His delight in the legs of the warrior.	Reflects on what does not impress God, pointing towards divine values that differ from human admiration of power.
Psalm 147:11	Positive	Affection	High	The LORD delights in those who fear Him, who put their hope in His unfailing love.	Defines what pleases God - reverence towards Him and trust in His steadfast love, showcasing a relational aspect of God with His people.
Psalm 147:12	Positive	Instructive	Medium	Extol the LORD, O Jerusalem; praise your God, O Zion.	Calls the community to corporate praise, emphasizing the role of collective worship in the life of God’s people.
Psalm 147:13	Positive	Relief	Medium	For He strengthens the bars of your gates and blesses your people within you.	Assures of God‘s protection and blessings upon His people, referring metaphorically to the strength and security He provides.
Psalm 147:14	Positive	Peace	Medium	He makes peace at your borders and satisfies you with the finest wheat.	Promises security and provision, evoking an image of a prosperous and peaceful community.
Psalm 147:15	Neutral	Astonishment	Medium	He sends His command to the earth; His word runs swiftly.	Describes the quickness and reach of God’s command, emphasizing the potency and speed of His word.
Psalm 147:16	Neutral	Interest	Medium	He spreads the snow like wool and scatters the frost like ashes.	Uses metaphorical language to portray God‘s control over nature, continuing the theme of divine interaction with the world.
Psalm 147:17	Neutral	Interest	Medium	He hurls down His hail like pebbles. Who can withstand His icy blast?	Depicts the power of God through the imagery of a storm, demonstrating His might and eliciting human limitation before it.
Psalm 147:18	Positive	Relief	Medium	He sends His word and melts them; He stirs up His breezes, and the waters flow.	Shows the reversal of the previously described harsh weather, highlighting God’s command over the elements and His power to change circumstances.
Psalm 147:19	Positive	Reverence	High	He has revealed His word to Jacob, His statutes and ordinances to Israel.	Speaks of God‘s special revelation to His chosen people, honoring the unique relationship they have with Him.
Psalm 147:20	Neutral	Reflection	Medium	He has done this for no other nation; they do not know His ordinances. Praise the LORD.	The passage concludes with an emphasis on Israel’s privileged position in knowing God‘s laws, setting them apart and ending with a note of praise.
