Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 29:1	Positive	Awe	High	Ascribe to the LORD, O heavenly beings, ascribe to the LORD glory and strength.	The exhortation is to acknowledge the divine nature and attributes of God, particularly His glory and might.
Psalm 29:2	Positive	Reverence	High	Ascribe to the LORD the glory due His name; worship the LORD in the splendor of His holiness.	An attribution of the glory inherent to God's character, and a call to worship that reflects His holy splendor.
Psalm 29:3	Neutral	Awe	Medium	The voice of the LORD is over the waters; the God of glory thunders; the LORD is over many waters.	Expression of God's majestic voice as demonstrated through the metaphor of a thundering presence above vast waters.
Psalm 29:4	Neutral	Power	Medium	The voice of the LORD is powerful; the voice of the LORD is majestic.	Affirmation of God's voice, emphasizing its power and majesty as key aspects of His character.
Psalm 29:5	Neutral	Power	Medium	The voice of the LORD breaks the cedars; the LORD shatters the cedars of Lebanon.	Illustration of the Lord's power where His voice is potent enough to break the mightiest of trees.
Psalm 29:6	Positive	Joy	Medium	He makes Lebanon skip like a calf, and Sirion like a young wild ox.	The immense power of God's voice is poetically described as causing mountains to move with youthful vibrancy.
Psalm 29:7	Neutral	Power	Medium	The voice of the LORD strikes with flashes of lightning.	Conveying the striking potency of God's voice, akin to the force of lightning.
Psalm 29:8	Neutral	Power	Medium	The voice of the LORD shakes the wilderness; the LORD shakes the Wilderness of Kadesh.	Portrayal of God's voice as causing physical disturbances, capable of shaking entire wilderness areas.
Psalm 29:9	Neutral	Power	Medium	The voice of the LORD twists the oaks and strips the forests bare. And in His temple, all cry, "Glory!"	The destructive power of God's voice as it alters nature, alongside the reverent response of those in the temple.
Psalm 29:10	Positive	Assurance	Medium	The LORD sits enthroned over the flood; the LORD is enthroned as King forever.	A message of divine sovereignty, asserting the Lord's eternal kingship and control even over cataclysmic events.
Psalm 29:11	Positive	Peace	High	The LORD gives strength to His people; the LORD blesses His people with peace.	A promise of empowerment and blessing of peace from the Lord to His people.
