Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 72:1	Positive	Appreciation	Low	Endow the king with Your justice, O God, the royal son with Your righteousness.	Psalm 72 is a royal psalm traditionally attributed to Solomon. It is a prayer for the king's righteous rule and may have been used in coronation ceremonies.
Psalm 72:2	Positive	Hope	Medium	May he judge Your people with righteousness and Your afflicted with justice.	The psalmist continues the prayer for the king to judge rightly, emphasizing justice for the people, especially the afflicted.
Psalm 72:3	Positive	Hope	Medium	May the mountains bring prosperity to the people, and the hills, righteousness.	This verse conveys a symbolic wish that the reign of the king brings stability and prosperity, represented by the mountains and hills.
Psalm 72:4	Positive	Hope	Medium	May he vindicate the afflicted among the people, save the children of the needy, and crush the oppressor.	The verse reflects a deep longing for the king to protect the most vulnerable in society and to deal justly with oppressors.
Psalm 72:5	Positive	Gratitude	Low	May he endure as long as the sun, as long as the moon, through all generations.	The psalmist prays for the king's enduring rule, comparing his longevity to the celestial bodies which are timeless.
Psalm 72:6	Positive	Hope	Low	May he be like rain falling on a mown field, like showers watering the earth.	In this metaphor, the king's influence is likened to rain that nurtures growth, suggesting a reign that fosters the flourishing of life.
Psalm 72:7	Positive	Hope	Medium	In his days may the righteous flourish and prosperity abound, till the moon is no more.	The psalm expresses a hope for a golden age of righteousness and abundance during the king's reign.
Psalm 72:8	Positive	Confidence	Medium	May he rule from sea to sea, and from the River to the ends of the earth.	This verse speaks to the ideal of a vast kingdom, suggesting a desire for the king's dominion and influence to expand greatly.
Psalm 72:9	Neutral	None	Low	May the nomads bow before him, and his enemies lick the dust.	This is a depiction of submission to the king by nomadic peoples and enemies, indicating a position of power and respect.
Psalm 72:10	Positive	Hope	Medium	May the kings of Tarshish and distant shores bring tribute; may the kings of Sheba and Seba present him gifts.	The psalmist envisions foreign dignitaries acknowledging the king's greatness through tribute, signifying international respect and alliance.
Psalm 72:11	Positive	Hope	Medium	May all kings bow down to him and all nations serve him.	This continues the theme of a universal recognition and subjugation to the king's rule, reflecting a high aspiration for the king's authority.
Psalm 72:12	Positive	Hope	High	For he will deliver the needy who cry out, the afflicted with no one to help.	The king is portrayed as a protector of the defenseless, highlighting his role as a savior to the destitute and helpless.
Psalm 72:13	Positive	Compassion	High	He will take pity on the weak and needy and save the needy from death.	This verse emphasizes the king's compassion and his role in providing deliverance from death for the poor and vulnerable.
Psalm 72:14	Positive	Compassion	High	He will rescue their souls from oppression and violence, for precious is their blood in his sight.	The king is presented as a staunch defender against abuse and violence, valuing the lives of his subjects highly.
Psalm 72:15	Positive	Gratitude	High	Long may he live! May gold from Sheba be given to him. May people ever pray for him and bless him all day long.	This is a benediction seeking a long life for the king, prosperity through tribute, and continual prayers and blessings from the people.
Psalm 72:16	Positive	Hope	High	May grain abound throughout the land; on the tops of the hills may it sway. May the crops flourish like Lebanon and thrive like the grass of the field.	The psalmist prays for agricultural abundance as a sign of a blessed and prosperous reign.
Psalm 72:17	Positive	Gratitude	Medium	May his name endure forever; may it continue as long as the sun. All nations will be blessed through him, and they will call him blessed.	A desire for the king's enduring legacy and reputation, with a global acknowledgment of his positive influence.
Psalm 72:18	Positive	Praise	High	Praise be to the Lord God, the God of Israel, who alone does marvelous deeds.	This is a doxology attributing all wonders and praise to God, acknowledging his singular role in the unfolding of marvelous events.
Psalm 72:19	Positive	Praise	High	Blessed be His glorious name forever; may the whole earth be filled with His glory. Amen and Amen.	A form of praise exalting God's name and expressing a wish for his glory to fill the earth, concluding with an emphatic agreement.
Psalm 72:20	Neutral	None	Low	This concludes the prayers of David son of Jesse.	The final verse acts as an editorial note, likely added later, attributing the preceding prayers to David and marking the end of his contributions.
