Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 144:1	Positive	Admiration	Medium	Blessed be the LORD, my rock, who trains my hands for war, my fingers for battle.	David acknowledges God as his strength and the one who prepares him for conflict.
Psalm 144:2	Positive	Trust	Medium	He is my loving devotion and my fortress, my stronghold and my deliverer. He is my shield, in whom I take refuge, who subdues nations beneath me.	David expresses his deep trust in God, portraying Him as a protector and the one who gives victory.
Psalm 144:3	Neutral	Contemplation	Low	O LORD, what is man, that You regard him, the son of man that You think of him?	David reflects on the insignificance of man compared to God’s grandeur.
Psalm 144:4	Neutral	Reflection	Low	Man is like a breath; his days are like a passing shadow.	David contemplates the brief and fleeting nature of human life.
Psalm 144:5	Positive	Awe	High	Part Your heavens, O LORD, and come down; touch the mountains, that they may smoke.	David calls for a theophany, invoking God‘s presence and power to change the natural world.
Psalm 144:6	Positive	Awe	Medium	Send forth lightning and scatter the enemy; shoot Your arrows and rout them.	David pleads for God to intervene and defeat his enemies with divine power.
Psalm 144:7	Positive	Request	Medium	Reach down from on high; rescue me and deliver me from deep waters, from the hands of foreigners	David asks for deliverance from overwhelming challenges and adversaries from other nations.
Psalm 144:8	Negative	Accusation	Medium	whose mouths speak falsehood, whose right hands are deceitful.	David describes his enemies as liars and deceivers.
Psalm 144:9	Positive	Gratitude	High	I will sing a new song to You, O God; on a ten-stringed harp I will make music to You	David expresses his intention to praise God with joyful music.
Psalm 144:10	Positive	Thanksgiving	Medium	to Him who gives victory to kings, who delivers His servant David from the deadly sword.	David acknowledges God’s role in giving victory to rulers and specifically in saving him from mortal danger.
Psalm 144:11	Positive	Request	Medium	Rescue me and deliver me from the hands of foreigners, whose mouths speak falsehood, whose right hands are deceitful.	David repeats his request for deliverance from deceitful enemies.
Psalm 144:12	Positive	Hope	Low	Then our sons in their youth will be like well-nurtured plants, our daughters like pillars carved to adorn a palace.	David envisions a future where the young flourish and the daughters are like strong, beautiful pillars in society.
Psalm 144:13	Positive	Anticipation	Low	Our barns will be full, supplying all kinds of produce; our flocks will increase by thousands, by tens of thousands in our fields;	David anticipates abundance and prosperity as a sign of God‘s blessing.
Psalm 144:14	Positive	Satisfaction	Low	our oxen will bear heavy loads. There will be no breach in the walls, no going into captivity, no cry of distress in our streets.	David looks forward to security, freedom, and peace for the community.
Psalm 144:15	Positive	Contentment	High	Blessed are the people of whom this is true; blessed are the people whose God is the LORD.	David concludes with a declaration of the blessedness of a people who have God as their sovereign.
