Verse	Polarity	Emotion	Intensity	Text	Context
Psalm 60:1	Negative	Sorrow	Moderate	O God, You have rejected us; You have broken us; You have been angry; restore us!	The Psalmist feels abandoned by God and pleads for restoration, reflecting a time of distress for Israel.
Psalm 60:2	Negative	Desperation	High	You have shaken the land and torn it open; mend its fractures, for it is quaking.	The land is metaphorically described as being in a state of turmoil, possibly reflecting political or natural upheaval.
Psalm 60:3	Negative	Trouble	High	You have shown Your people hardship; we are staggered by the wine You have given us to drink.	The ’wine‘ signifies trouble given by God, causing disorientation or suffering among His people.
Psalm 60:4	Positive	Hope	Moderate	You have raised a banner for those who fear You, to rally to it out of bowshot. Selah	In the midst of turmoil, God provides a symbol of gathering and hope for those who revere Him, a safe haven away from danger.
Psalm 60:5	Positive	Desire	Moderate	Save us with Your right hand and answer us, that those You love may be rescued.	The Psalmist expresses a desire for God’s intervention and help, emphasizing the love He has for His people.
Psalm 60:6	Positive	Confidence	Moderate	God has spoken in His sanctuary: I will triumph; I will parcel out Shechem and measure off the Valley of Succoth.	The focus shifts to God‘s promise of victory and control over the land, instilling confidence.
Psalm 60:7	Positive	Assertion	Low	Gilead is Mine, Manasseh is Mine; Ephraim is My helmet, Judah is My scepter.	A declaration of God’s sovereignty over various regions of Israel, symbolically indicating protection and authority.
Psalm 60:8	Positive	Determination	Low	Moab is My washbasin; on Edom I toss My sandal; over Philistia I shout in triumph.”	God expresses dominion over surrounding nations, implying subjugation and victory over enemies.
Psalm 60:9	Negative	Questioning	Moderate	Who will bring me to the fortified city? Who will lead me to Edom?	The Psalmist questions who will help achieve the promised victories, hinting at a current lack of means or leadership.
Psalm 60:10	Negative	Doubt	Moderate	Have You not rejected us, O God? Will You no longer march out, O God, with our armies?	The Psalmist expresses doubt and seeks reassurance due to feeling abandoned by God‘s presence in battle.
Psalm 60:11	Negative	Request	High	Give us aid against the foe, for the help of man is worthless.	A plea for divine help against enemies, highlighting the insufficiency of human assistance.
Psalm 60:12	Positive	Resolve	High	Through God we will perform with valor, for it is He who will trample down our foes.	Reaffirms trust in God’s power to overcome their adversaries, indicating a return to faith and determination.
